"Region","Year","horizon","n_future","n_past","future_window_years_min","future_window_years_mean","future_window_years_max","past_window_years_min","past_window_years_mean","past_window_years_max","predictive_capacity","predictive_capacity_se","predictive_capacity_p","past_at_horizon","past_at_horizon_se","past_at_horizon_p"
"Global",2010,1,3,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA
"Global",2010,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA
"Global",2010,3,3,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA
"Global",2010,4,3,3,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA
"Global",2010,5,3,3,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA
"Global",2011,1,4,4,2,2,2,2,2,2,11.6165678873556,6.06432375279476,0.195495926178603,11.6292188324022,7.47485788543639,0.260029151780415
"Global",2011,2,4,4,3,3,3,3,3,3,11.7496269898361,5.30507808107277,0.157167313705098,10.0796441820513,7.81949233133472,0.326357234530189
"Global",2011,3,4,4,4,4,4,4,4,4,11.7917563473913,4.42302620836238,0.116596806350987,10.4264719487011,7.63264173240042,0.305250326149626
"Global",2011,4,4,4,5,5,5,5,5,5,12.0971535976637,4.402825824868,0.1108659804125,11.2044883182244,7.94955991494463,0.294087720483946
"Global",2011,5,4,4,6,6,6,6,6,6,11.9870619554787,4.19279747403935,0.103666169124075,11.5042594998267,8.11673079030281,0.292110071020987
"Global",2012,1,4,4,2,2,2,2,2,2,2.48348532123228,8.85754456834434,0.805526069718474,0.936052579469718,9.28718906735888,0.928911262700753
"Global",2012,2,4,4,3,3,3,3,3,3,3.41822902879628,8.21275383968746,0.717668430382242,0.329559558483934,9.93304231528183,0.976545987871958
"Global",2012,3,4,4,4,4,4,4,4,4,3.72309654191056,8.38376565418886,0.700408614656457,-0.929388547754228,9.55876895805894,0.931410699112209
"Global",2012,4,4,4,5,5,5,5,5,5,3.64914137865946,8.21374166671118,0.700292756766007,-0.716547965901683,9.61290203849602,0.947365157505771
"Global",2012,5,4,4,6,6,6,6,6,6,3.6187845274122,8.17860932163962,0.70140060093897,-0.604597679267673,10.0935511317709,0.957682667474228
"Global",2013,1,4,4,2,2,2,2,2,2,7.29928252740099,3.83475770206114,0.197300488667552,6.84789376674722,5.24708342055439,0.321815905113187
"Global",2013,2,4,4,3,3,3,3,3,3,7.49063534285227,4.23773361821513,0.219159264666149,6.29921182362248,5.53884704369626,0.373322015496891
"Global",2013,3,4,4,4,4,4,4,4,4,7.31035996055286,4.17714906621886,0.222207548953678,6.17436170625017,6.12614346469243,0.419632122866447
"Global",2013,4,4,4,5,5,5,5,5,5,7.11966341577368,4.32848801190361,0.241735616958191,5.31895365821588,6.29535350593025,0.487123878191249
