"Region","Risk_Type","Lag","mean_sim","sd_sim","q025","q975"
"HIC","Terror",-1,-0.00601441475762045,0.396771599109945,-0.759151225153435,0.774443448799761
"HIC","Terror",1,-0.0160984038685136,0.409028878368264,-0.801028788797902,0.764558734746132
"HIC","Terror",2,-0.00742650861417201,0.460748883763586,-0.887510079063323,0.840283428360887
"HIC","Terror",3,-0.00518522686765092,0.320055401011091,-0.612355290152846,0.601892962832462
"HIC","Terror",4,-0.00382840089634479,0.313235959719826,-0.556700867291033,0.600944244060735
"HIC","Terror",5,-0.00210206460061392,0.234861878891993,-0.428677381823328,0.463300280436236
"LIC","Climate",-5,0.267695203392155,0.0905416555504258,0.0839283701299177,0.445816341844508
"LIC","Climate",-4,-0.00221763490211273,0.115363210931444,-0.232523881728512,0.227271042919606
"LIC","Climate",-3,-0.00248899735550363,0.144758041468211,-0.299482506144136,0.283566533986737
"LIC","Climate",-2,-0.0016320208163193,0.197472596359086,-0.387718377041025,0.381965491408331
"LIC","Climate",-1,-0.00238159364348279,0.329392238144371,-0.666765038963685,0.613270814086402
"LIC","Climate",1,0.00299742182784747,0.325234341011522,-0.631753534224309,0.6173804088132
"LIC","Climate",2,-0.00175073558327741,0.193926425107549,-0.38304072450657,0.379248468672549
"LIC","Climate",3,-0.0452676528113442,0.141494833980003,-0.318865854142418,0.233014629839872
"LIC","Climate",4,-0.233455701778853,0.11022413298075,-0.447731628867035,-0.00710065025259502
"LIC","Climate",5,-0.290234841677601,0.0897962124308384,-0.464320385557298,-0.108055875918173
"LIC","Diseases",-5,0.51699897055197,0.222014216620596,0.0559387457978218,0.924686384209878
"LIC","Diseases",-4,0.0022214049509324,0.348202378852571,-0.686969878458498,0.66564855566816
"LIC","Diseases",-3,0.00296665345960515,0.371922803049443,-0.740352778056952,0.705643566659228
"LIC","Diseases",-2,0.00594621142137348,0.621816924212449,-1.17515707141153,1.14641539195168
"LIC","Diseases",-1,0.00832539785559022,0.516217672254225,-1.01426928258512,0.988388478968685
"LIC","Diseases",1,-0.00142420720963011,0.517067415182922,-1.00266482154891,0.984774044659595
"LIC","Diseases",2,0.00623786960432878,0.661393134050832,-1.2481091340464,1.24053398124952
"LIC","Diseases",3,0.00331515413996571,0.389474373150876,-0.752440059246904,0.736480735851535
"LIC","Diseases",4,0.00583964112054575,0.369001624917428,-0.703238161225779,0.699865648228677
"LIC","Diseases",5,0.00447443265659509,0.26682222803235,-0.510752168818487,0.525276422279613
"LIC","Economic",-5,0.36197061054343,0.0581396578190364,0.245941739151668,0.470694245604874
"LIC","Economic",-4,-0.00422426225160477,0.121899797196069,-0.234179700716122,0.237665328612245
"LIC","Economic",-3,-0.00428385653273784,0.152561521114355,-0.292075255938576,0.298801380259432
"LIC","Economic",-2,0.00490237992341079,0.432105356045947,-0.820422196881925,0.833099980056772
"LIC","Economic",-1,0.0118519087071051,0.394245460300702,-0.777200549013539,0.73734301150412
