"Risk_Type","max_future","diff_future_corrpast","lag_max","selected_positive_global_predictive_capacity"
"Geophysical",-0.0113208831984469,0.0135160038475188,1,FALSE
"Climate",0.0942176887806206,0.307772528266098,2,TRUE
"Diseases",0.776001670439424,0.14981998900588,5,TRUE
"Food",-0.442231533795843,0.40792042622136,1,FALSE
"Economic",-0.122919272427533,-0.361551643108815,1,FALSE
"GeoConflict",0.977575989747955,1.24612218035781,4,TRUE
"Terror",0.902054551006357,-0.0193659374232739,1,TRUE
"Tech",-0.387478326107866,0.058835055525428,3,FALSE
