"Region","Risk_Type","Year","Risk_Score","best_horizon","future_shocks","past_shocks","z_risk","z_future","z_past","predictive_capacity_component","past_component","anticipatory_skill_component","predictive_capacity_component_roll3","anticipatory_skill_component_roll3"
"Global","Diseases",2007,2.121088687,5,0.926754920868293,0.643227159689409,-2.13577649702787,-0.480216927055693,-0.720711176254205,1.0256360262805,1.53927799138904,-0.513641965108547,0.706973844778549,-0.284477673498835
"Global","Diseases",2008,2.726027397,5,0.935218436127364,0.668617705466622,-0.631032120575347,-0.464856129708849,-0.631030978042405,0.293339149292624,0.398200816222835,-0.104861666930211,0.54122730325247,-0.0440023932629123
"Global","Diseases",2009,2.732532323,5,0.918291405609222,0.930986678497829,-0.614851554418919,-0.495577724402536,0.295664403479529,0.30470673418429,-0.181789718065731,0.48649645225002,0.121831760118748,0.0283072550475057
"Global","Diseases",2010,3.066958453,5,0.600909583394053,0.930986678497829,0.217010963448849,-1.07160762490916,0.295664403479529,-0.232550603120671,0.0641624170566218,-0.296713020177293,-0.170023970286607,-0.191905822858813
"Global","Diseases",2011,3.187,5,0.569171401172536,0.947913709015971,0.515606242281165,-1.12921061495983,0.355451202287395,-0.58222804192344,0.183272858725726,-0.765500900649166,-0.427012211061286,-0.549347215374641
"Global","Diseases",2012,3.150953496,5,0.588214310505446,0.926754920868293,0.425942986668422,-1.09464882092943,0.280717703777562,-0.466257988139748,0.119569737157716,-0.585827725297464,-0.542416315500909,-0.700096227074092
"Global","Diseases",2013,3.2,5,0.609373098653124,0.935218436127364,0.547942868406286,-1.05624682756232,0.310611103181495,-0.578762916439538,0.170197138836109,-0.748960055275648,-0.259834109069348,-0.329289433432047
"Global","Diseases",2014,2.849246231,5,0.740557585168727,0.918291405609222,-0.324533553911401,-0.818154468686248,0.250824304373628,0.265518577371243,-0.0814009029057287,0.346919480276971,-0.0999877389272829,0.124376746105777
"Global","Diseases",2015,3.331707317,5,1.19970328797334,0.600909583394053,0.875555965927189,0.0151687873800079,-0.870178173273872,0.013281122286447,-0.761889691029561,0.775170813316008,0.178429820571785,0.558058042607103
"Global","Diseases",2016,3.100694444,5,1.66096486959272,0.569171401172536,0.300926973289422,0.852332242782975,-0.982278421038622,0.256489762057666,-0.295594072170665,0.552083834228331,0.389231729097084,0.919596950461039
"Global","Diseases",2017,3.214162349,5,2.03970717743615,0.588214310505446,0.583170759534476,1.53972792405422,-0.915018272379772,0.897924302947141,-0.533611900891636,1.43153620383878,0.446162200566621,0.761598380055153
"Global","Diseases",2018,3.035741371,5,1.91910208499439,0.609373098653124,0.139360570421831,1.3208365618617,-0.840284773869939,0.184072536695057,-0.117102565403294,0.301175102098351,0.445004504145924,0.689416668760713
"Global","Diseases",2019,3.067729084,5,1.82811929595937,0.740557585168727,0.218927856258652,1.15570799038313,-0.376937083108972,0.253016672795575,-0.0825220275494367,0.335538700345011,-0.0048948350887315,0.197333520040874
"Global","Diseases",2020,2.848249027,5,1.95253297026772,1.19970328797334,-0.327014031828207,1.38151171138173,1.24477983455441,-0.451773714756826,-0.407060472436087,-0.0447132423207396,0.464712018766229,-1.31095149224634
"Global","Diseases",2021,3.793357934,5,1.62499492974167,1.66096486959272,2.02388084303182,0.787048854058891,2.87397010206878,1.59289309825994,5.81657303302322,-4.22367993476328,NA,NA
"Global","Economic",2006,2.25,1,1.94340755580152,2.13092933750166,-2.08090701417127,0.556570217975554,0.723076297000663,-1.15817087046416,-1.50465453820967,0.346483667745507,NA,NA
"Global","Economic",2007,2.509720422,1,2.28435624980178,1.94340755580152,-1.60530477885309,0.999611187508333,0.442145991764203,-1.60468061630214,-0.709779073529813,-0.894901542772325,-0.998096440537405,-0.20653323432227
"Global","Economic",2008,3.294520548,1,2.57416263970201,2.28435624980178,-0.168172144733187,1.37619601161119,0.952928364921405,-0.231437834845912,-0.160256006905921,-0.0711818279399907,-0.250850530019516,-0.570038709336249
"Global","Economic",2009,4.105868471,1,2.14797677220168,2.57416263970201,1.3175750399821,0.822394799695221,1.38709338210503,1.0835668610895,1.82759961838593,-0.744032757296432,0.697935575502944,-0.437628228510858
"Global","Economic",2010,4.655147635,1,1.9263601211015,2.14797677220168,2.32341969478596,0.534418169498915,0.748615415658524,1.24167770026524,1.73934780056139,-0.497670100296152,0.729251951565857,-0.42077446106491
"Global","Economic",2011,3.233166667,1,1.89226525170148,1.9263601211015,-0.280523890985339,0.490114072545637,0.416606873106343,-0.137488706657173,-0.116868181055027,-0.0206205256021461,0.386294381866117,-0.191557900878369
"Global","Economic",2012,3.552302888,1,1.65360116590129,1.89226525170148,0.303881058420596,0.179985393872692,0.365528635790623,0.0546941519902813,0.111077228727091,-0.0563830767368095,-0.0327611673827574,-0.0318229178796868
