"Region","Year","horizon","n_future","n_past","future_window_years_min","future_window_years_mean","future_window_years_max","past_window_years_min","past_window_years_mean","past_window_years_max","predictive_capacity","predictive_capacity_se","predictive_capacity_p","past_at_horizon","past_at_horizon_se","past_at_horizon_p"
"LIC",2012,2,8,8,2,2.875,3,3,3,3,1.88797157622497,0.967463708855689,0.0988579753519553,0.0884152569940224,1.83395804013647,0.963113516635233
"LIC",2012,3,8,8,2,3.75,4,4,4,4,1.92804102580294,0.919158734278804,0.0807435284247252,-0.283776688926192,1.8088299468335,0.880482170655183
"LIC",2012,4,8,8,2,4.625,5,5,5,5,2.06269799574803,0.928089665819959,0.067961796782639,-0.279099068101236,1.85157606757353,0.885124001567233
"LIC",2012,5,8,8,2,5.5,6,6,6,6,2.22712029402464,0.866649364675714,0.0423460865716836,-0.4265634989775,1.96460868964212,0.835306646582965
"LIC",2013,1,8,8,1,1.875,2,2,2,2,2.40805184793579,1.44879519622741,0.14755407768495,2.07691357906638,1.14287636606583,0.119070000417981
"LIC",2013,2,8,8,1,2.75,3,3,3,3,2.78475710759355,1.15564955256395,0.052596084873003,1.54187416845025,1.50846799689545,0.346143569903044
"LIC",2013,3,8,8,1,3.625,4,4,4,4,3.05406488017375,1.10414722697559,0.0325946069589577,1.1427145289026,1.68345672388336,0.522576487832929
"LIC",2013,4,8,8,1,4.5,5,5,5,5,3.15455822554115,1.07812191518371,0.0264250313560354,0.604653701489463,1.74567928797651,0.740886906737275
"LIC",2013,5,8,8,1,5.375,6,6,6,6,3.08991237750516,1.10505107092001,0.0313215924150233,0.517421600174296,1.83453629331712,0.787385055768917
"LIC",2014,1,7,8,2,2,2,1,1.875,2,0.617191927851182,1.14234069897848,0.612186135577727,-0.104161119662017,1.3069034674325,0.939067107829683
"LIC",2014,2,7,8,3,3,3,2,2.875,3,0.876885930862919,1.14671664296736,0.478970913972992,0.69572249917803,0.996023539002679,0.511016189530533
"LIC",2014,3,7,8,4,4,4,3,3.875,4,0.808634756470241,1.13465290201865,0.507916750992777,0.913861519274381,1.08517527387966,0.431993396364932
"LIC",2014,4,7,8,5,5,5,4,4.875,5,0.783400368610504,1.12192274765248,0.516144182420458,1.29046504947308,1.07686555679451,0.275961526455397
"LIC",2014,5,7,8,6,6,6,5,5.875,6,0.96754141336492,1.11176128047917,0.423952196324473,1.23993557714591,1.11311426222085,0.307930520715805
"LIC",2015,1,7,7,2,2,2,2,2,2,1.23899297654054,1.50570748950576,0.448037136796659,0.1786901123739,1.3794356532591,0.901981324410658
"LIC",2015,2,7,8,3,3,3,1,2.75,3,0.970781497206363,1.42704775735047,0.52654835803681,-0.318547559257355,1.38680294567312,0.82595583605245
"LIC",2015,3,7,8,4,4,4,2,3.75,4,0.748191231511469,1.38395233752283,0.611973466878917,0.0593296780433918,1.16548585907422,0.96105319188514
"LIC",2015,4,7,8,5,5,5,3,4.75,5,0.797803343185233,1.40453004754318,0.594577866873874,-0.0572523382973941,1.25754875900866,0.965164739916102
"LIC",2015,5,7,8,5,5.85714285714286,6,4,5.75,6,0.74035334961864,1.43902512097303,0.628840196943958,0.0769358797583318,1.31757892281259,0.955332655996579
"LIC",2016,1,7,7,2,2,2,2,2,2,0.800819606081182,1.32032552299099,0.570643612733219,1.79028736451254,1.23317865332514,0.206280846154236
"LIC",2016,2,7,7,3,3,3,3,3,3,0.687980290855959,1.26093511693334,0.608782275608157,0.817098692020503,1.25360559575131,0.543299848214298
"LIC",2016,3,7,8,4,4,4,1,3.625,4,0.759617714802778,1.31223505238773,0.587772210604147,0.451603994442633,1.31699819288485,0.743365194733564
"LIC",2016,4,7,8,4,4.85714285714286,5,2,4.625,5,0.629193488778962,1.37363634162088,0.666135408893352,0.711413879296825,1.08364874316989,0.535854794127254
"LIC",2016,5,7,8,4,5.57142857142857,6,3,5.625,6,0.28453275773664,1.20909218621378,0.823289029868735,0.673087348236086,1.13854794498955,0.575977791332387
"LIC",2017,1,7,7,2,2,2,2,2,2,0.096077410074315,1.12870913949228,0.93546810987513,0.463856879057571,1.18104300477063,0.710688188239695
"LIC",2017,2,7,7,3,3,3,3,3,3,0.288976811281554,1.24258350224396,0.825321768101989,0.893426982673817,1.12956424796563,0.464820612777442
"LIC",2017,3,7,7,3,3.85714285714286,4,4,4,4,0.225139293998161,1.29430971059575,0.868731678918001,0.430341447852719,1.10810325485013,0.713736082083209
"LIC",2017,4,7,8,3,4.57142857142857,5,1,4.5,5,-0.0939314819647481,1.10407605491496,0.935501742828368,-0.0909918032913453,1.14256868669848,0.939114978935984
"LIC",2017,5,7,8,3,5.28571428571429,6,2,5.5,6,0.0685023643170543,1.09748052892616,0.952648431032088,0.265421466214872,0.95238579989063,0.789837927569848
"LIC",2018,1,7,7,2,2,2,2,2,2,0.303362945973791,1.03043903463065,0.780281858300267,-0.110574011953277,0.872358755755242,0.904075526155145
"LIC",2018,2,7,7,2,2.85714285714286,3,3,3,3,0.187899607524135,1.06622757610108,0.867029911995388,0.0773707357602683,0.879379977972099,0.933305141618478
"LIC",2018,3,7,7,2,3.57142857142857,4,4,4,4,-0.0777176211231339,0.879410174612339,0.933009343968982,0.346524507038103,0.871035180015564,0.707172349584742
"LIC",2018,4,7,7,2,4.28571428571429,5,5,5,5,0.0841640015104496,0.871532230113911,0.926819090278454,0.0836490892434935,0.857853966133258,0.926109783807625
"LIC",2018,5,7,8,2,4.85714285714286,6,1,5.375,6,0.153961399143267,0.708214486308359,0.836494300103691,-0.192090186279221,0.891063981793667,0.836461241974464
"LIC",2019,1,7,7,1,1.85714285714286,2,2,2,2,0.611927485538592,1.34271225967379,0.667686456907745,0.549737939887861,1.05531369774581,0.624659052030638
"LIC",2019,2,7,7,1,2.57142857142857,3,3,3,3,0.21753236671817,1.07675183605504,0.847858699927603,0.331252419247858,0.996586521196593,0.753079312371048
"LIC",2019,3,7,7,1,3.28571428571429,4,4,4,4,0.406027723718142,1.03092530145051,0.709928799988811,0.364675151710105,0.944234148011761,0.715227097560704
"LIC",2019,4,7,7,1,3.85714285714286,5,5,5,5,0.392957853148132,0.842115555522278,0.660388699693176,0.524898664847153,0.908947678105679,0.588643598484897
"LIC",2019,5,7,7,1,4.28571428571429,6,6,6,6,0.117544026926067,0.846759399595452,0.895013096943058,0.275525422533662,0.90026507533085,0.771900413603533
"LIC",2020,1,6,7,1,1.83333333333333,2,1,1.85714285714286,2,-0.296348819158406,1.04640379414673,0.791070849438485,0.493701917482577,1.21523819127131,0.701355726185283
"LIC",2020,2,6,7,1,2.66666666666667,3,2,2.85714285714286,3,0.0298702592963118,0.996921454336699,0.977532326793247,0.403638201479274,0.9887143191991,0.699988442063257
"LIC",2020,3,6,7,1,3.33333333333333,4,3,3.85714285714286,4,0.0117243179052084,0.809439276674481,0.989137104703652,0.297707303663873,0.934274362190412,0.762872040289171
"LIC",2020,4,6,7,1,3.83333333333333,5,4,4.85714285714286,5,-0.271296987815001,0.833447970093282,0.761109678811247,0.325033392455294,0.881515489501787,0.727433215157969
"LIC",2020,5,6,7,1,3.83333333333333,5,5,5.85714285714286,6,-0.271296987815001,0.833447970093282,0.761109678811247,0.455667387531351,0.837780188552471,0.609876026869575
"LIC",2021,1,5,6,2,2,2,1,1.83333333333333,2,1.29917448030369,0.990046103300342,0.280811958155736,1.68045724535541,1.18722120294428,0.229862227361756
"LIC",2021,2,5,7,2,2.8,3,1,2.57142857142857,3,1.02926474250816,0.8439026242745,0.309737620404034,1.72162167969936,1.0558637880583,0.163917421319474
"LIC",2021,3,5,7,2,3.4,4,2,3.57142857142857,4,0.911385352292775,1.05556743959236,0.451417756433739,1.19046885131709,0.97290976237378,0.275609763136923
"LIC",2021,4,5,7,2,3.4,4,3,4.57142857142857,5,0.911385352292775,1.05556743959236,0.451417756433739,0.898838026981889,0.999211200894821,0.409590162783297
"LIC",2021,5,5,7,2,3.4,4,4,5.57142857142857,6,0.911385352292775,1.05556743959236,0.451417756433739,0.718294863816089,0.98789040205807,0.499768083061029
