"Region","Risk_Type","Year","horizon","Risk_Score","future_shocks","past_shocks","future_window_years","past_window_years"
"Global","Economic",2006,1,2.25,3.22856330480497,3.54009134298791,2,2
"Global","Economic",2006,2,2.25,3.66281450954482,3.66281450954482,3,3
"Global","Economic",2006,3,2.25,3.75249682356718,3.8657797465428,4,4
"Global","Economic",2006,4,2.25,3.62505353521962,4.11217010401475,5,5
"Global","Economic",2006,5,2.25,3.56841207373181,4.3047510730733,6,6
"Global","Economic",2007,1,2.509720422,3.79497791968304,3.22856330480497,2,2
"Global","Economic",2007,2,2.509720422,3.87049986833345,3.37960720210579,3,3
"Global","Economic",2007,3,2.509720422,3.68169499670742,3.51177061224401,4,4
"Global","Economic",2007,4,2.509720422,3.6023969506245,3.70435158130255,5,5
"Global","Economic",2007,5,2.509720422,3.5023303686627,3.93658157340255,6,6
"Global","Economic",2008,1,3.294520548,4.27643034232939,3.79497791968304,2,2
"Global","Economic",2008,2,3.294520548,3.88938035549605,3.66281450954482,3,3
"Global","Economic",2008,3,3.294520548,3.73833645819523,3.66753463133547,4,4
"Global","Economic",2008,4,3.294520548,3.59106865832693,3.71567987360011,5,5
"Global","Economic",2008,5,3.294520548,3.40792793284969,3.84217913758954,6,6
"Global","Economic",2009,1,4.105868471,3.56841207373181,4.27643034232939,2,2
"Global","Economic",2009,2,4.105868471,3.4740096379188,3.87049986833345,3,3
"Global","Economic",2009,3,4.105868471,3.35600659315254,3.75249682356718,4,4
"Global","Economic",2009,4,4.105868471,3.18325013561473,3.73833645819523,5,5
"Global","Economic",2009,5,4.105868471,3.05863892034155,3.76665718893913,6,6
"Global","Economic",2010,1,4.655147635,3.20024257406107,3.56841207373181,2,2
"Global","Economic",2010,2,4.655147635,3.13416086899196,3.88938035549605,3,3
"Global","Economic",2010,3,4.655147635,2.97367672810984,3.68169499670742,4,4
"Global","Economic",2010,4,4.655147635,2.86605795128301,3.62505353521962,5,5
"Global","Economic",2010,5,4.655147635,2.94535599736594,3.63449377880092,6,6
"Global","Economic",2011,1,3.233166667,3.14360111257326,3.20024257406107,2,2
"Global","Economic",2011,2,3.233166667,2.92647551020334,3.4740096379188,3,3
"Global","Economic",2011,3,3.233166667,2.80375234364642,3.73833645819523,4,4
"Global","Economic",2011,4,3.233166667,2.91137112047326,3.6023969506245,5,5
"Global","Economic",2011,5,3.233166667,2.92647551020334,3.56841207373181,6,6
"Global","Economic",2012,1,3.552302888,2.74711088215862,3.14360111257326,2,2
"Global","Economic",2012,2,3.552302888,2.6432682027643,3.13416086899196,3,3
"Global","Economic",2012,3,3.552302888,2.81791270901838,3.35600659315254,4,4
"Global","Economic",2012,4,3.552302888,2.85472965898545,3.59106865832693,5,5
"Global","Economic",2012,5,3.552302888,2.79431210006512,3.5023303686627,6,6
"Global","Economic",2013,1,3.59,2.46390357471958,2.74711088215862,2,2
"Global","Economic",2013,2,3.59,2.75655112573992,2.92647551020334,3,3
