"Region","Risk_Type","Year","horizon","Risk_Score","future_shocks","past_shocks","future_window_years","past_window_years"
"HIC","Geophysical",2011,3,3.445,2.45590482948109,2.21031434653298,4,4
"HIC","Geophysical",2011,4,3.445,2.2594324431226,2.45590482948109,5,5
"HIC","Geophysical",2011,5,3.445,2.7014953124292,2.21031434653298,6,6
"HIC","Geophysical",2012,1,2.857594513,1.96472386358487,2.21031434653298,2,2
"HIC","Geophysical",2012,2,2.857594513,2.29217784084902,2.29217784084902,3,3
"HIC","Geophysical",2012,3,2.857594513,2.08751910505893,1.96472386358487,4,4
"HIC","Geophysical",2012,4,2.857594513,2.65237721583958,2.06296005676411,5,5
"HIC","Geophysical",2012,5,2.857594513,2.7014953124292,2.29217784084902,6,6
"HIC","Geophysical",2013,1,3.17,2.7014953124292,1.96472386358487,2,2
"HIC","Geophysical",2013,2,3.17,2.29217784084902,2.29217784084902,3,3
"HIC","Geophysical",2013,3,3.17,2.94708579537731,2.33310958800703,4,4
"HIC","Geophysical",2013,4,3.17,2.94708579537731,2.06296005676411,5,5
"HIC","Geophysical",2013,5,3.17,2.86522230106127,2.12845085221694,6,6
"HIC","Geophysical",2014,1,3.365159129,2.21031434653298,2.7014953124292,2,2
"HIC","Geophysical",2014,2,3.365159129,3.11081278400938,2.29217784084902,3,3
"HIC","Geophysical",2014,3,3.365159129,3.06988103685136,2.45590482948109,4,4
"HIC","Geophysical",2014,4,3.365159129,2.94708579537731,2.45590482948109,5,5
"HIC","Geophysical",2014,5,3.365159129,2.86522230106127,2.21031434653298,6,6
"HIC","Geophysical",2015,1,3.871544715,3.19267627832541,2.21031434653298,2,2
"HIC","Geophysical",2015,2,3.871544715,3.11081278400938,2.29217784084902,3,3
"HIC","Geophysical",2015,3,3.871544715,2.94708579537731,2.08751910505893,4,4
"HIC","Geophysical",2015,4,3.871544715,2.84884960219806,2.2594324431226,5,5
"HIC","Geophysical",2015,5,3.871544715,2.78335880674523,2.29217784084902,6,6
"HIC","Geophysical",2016,1,3.871527778,3.92944772716974,3.19267627832541,2,2
"HIC","Geophysical",2016,2,3.871527778,3.43826676127352,3.11081278400938,3,3
"HIC","Geophysical",2016,3,3.871527778,3.19267627832541,2.94708579537731,4,4
"HIC","Geophysical",2016,4,3.871527778,3.04532198855655,2.65237721583958,5,5
"HIC","Geophysical",2016,5,3.871527778,2.86522230106127,2.7014953124292,6,6
"HIC","Geophysical",2017,1,4.067357513,2.7014953124292,3.92944772716974,2,2
"HIC","Geophysical",2017,2,4.067357513,2.61963181811316,3.11081278400938,3,3
"HIC","Geophysical",2017,3,4.067357513,2.57870007095514,3.06988103685136,4,4
"HIC","Geophysical",2017,4,4.067357513,2.45590482948109,2.94708579537731,5,5
"HIC","Geophysical",2017,5,4.067357513,2.29217784084902,2.7014953124292,6,6
"HIC","Geophysical",2018,1,4.177744288,2.45590482948109,2.7014953124292,2,2
"HIC","Geophysical",2018,2,4.177744288,2.45590482948109,3.43826676127352,3,3
"HIC","Geophysical",2018,3,4.177744288,2.33310958800703,2.94708579537731,4,4
"HIC","Geophysical",2018,4,4.177744288,2.16119624994336,2.94708579537731,5,5
"HIC","Geophysical",2018,5,4.177744288,2.04658735790091,2.86522230106127,6,6
"HIC","Geophysical",2019,1,3.964143426,2.45590482948109,2.45590482948109,2,2
"HIC","Geophysical",2019,2,3.964143426,2.29217784084902,2.61963181811316,3,3
"HIC","Geophysical",2019,3,3.964143426,2.08751910505893,3.19267627832541,4,4
"HIC","Geophysical",2019,4,3.964143426,1.96472386358487,2.84884960219806,5,5
"HIC","Geophysical",2019,5,3.964143426,1.8009968749528,2.86522230106127,6,6
"HIC","Geophysical",2020,1,3.844357977,2.21031434653298,2.45590482948109,2,2
"HIC","Geophysical",2020,2,3.844357977,1.96472386358487,2.45590482948109,3,3
"HIC","Geophysical",2020,3,3.844357977,1.84192862211082,2.57870007095514,4,4
"HIC","Geophysical",2020,4,3.844357977,1.67001528404714,3.04532198855655,5,5
"HIC","Geophysical",2020,5,3.844357977,1.67001528404714,2.78335880674523,5,6
"HIC","Geophysical",2021,1,3.365313653,1.71913338063676,2.21031434653298,2,2
"HIC","Geophysical",2021,2,3.365313653,1.63726988632073,2.29217784084902,3,3
"HIC","Geophysical",2021,3,3.365313653,1.47354289768865,2.33310958800703,4,4
"HIC","Geophysical",2021,4,3.365313653,1.47354289768865,2.45590482948109,4,5
"HIC","Geophysical",2021,5,3.365313653,1.47354289768865,2.86522230106127,4,6
"HIC","Climate",2006,1,2,4.81993584317024,5.45413792779791,2,2
"HIC","Climate",2006,2,2,4.46478267577875,5.34420956646245,3,3
"HIC","Climate",2006,3,2,4.27452205039045,5.2385092190245,4,4
"HIC","Climate",2006,4,2,4.34301587553024,5.40847537770471,5,5
"HIC","Climate",2006,5,2,4.1434536195674,5.2850173718972,6,6
"HIC","Climate",2007,1,2.585169413,4.18573375854258,4.81993584317024,2,2
"HIC","Climate",2007,2,2.585169413,4.02506923043691,5.17508901056173,3,3
"HIC","Climate",2007,3,2.585169413,4.17304971685003,5.16240496886918,4,4
"HIC","Climate",2007,4,2.585169413,3.96756824143066,5.11420561043748,5,5
"HIC","Climate",2007,5,2.585169413,4.05889334161705,5.27656134410216,6,6
"HIC","Climate",2008,1,3.45890411,3.72910825761066,4.18573375854258,2,2
"HIC","Climate",2008,2,3.45890411,4.02506923043691,4.46478267577875,3,3
"HIC","Climate",2008,3,3.45890411,3.80521250776598,4.81993584317024,4,4
"HIC","Climate",2008,4,3.45890411,3.94727377472258,4.8808192432945,5,5
"HIC","Climate",2008,5,3.45890411,4.07580539720712,4.88758406553053,6,6
"HIC","Climate",2009,1,2.836032389,4.16036567515747,3.72910825761066,2,2
"HIC","Climate",2009,2,2.836032389,3.82212456335605,4.02506923043691,3,3
"HIC","Climate",2009,3,2.836032389,3.99547313315428,4.27452205039045,4,4
"HIC","Climate",2009,4,2.836032389,4.14007120844939,4.59669670938131,5,5
"HIC","Climate",2009,5,2.836032389,4.10962950838726,4.68463939844967,6,6
"HIC","Climate",2010,1,3.492814215,3.8813167579213,4.16036567515747,2,2
"HIC","Climate",2010,2,3.492814215,4.09271745279719,4.02506923043691,3,3
"HIC","Climate",2010,3,3.492814215,4.24915396700535,4.17304971685003,4,4
"HIC","Climate",2010,4,3.492814215,4.1908073752196,4.34301587553024,5,5
"HIC","Climate",2010,5,3.492814215,4.24492595310783,4.60007912049932,6,6
"HIC","Climate",2011,1,3.593,3.83058059115109,3.8813167579213,2,2
"HIC","Climate",2011,2,3.593,4.12654156397733,3.82212456335605,3,3
"HIC","Climate",2011,3,3.593,4.08426142500215,3.80521250776598,4,4
"HIC","Climate",2011,4,3.593,4.17051290851152,3.96756824143066,5,5
"HIC","Climate",2011,5,3.593,4.05889334161705,4.1434536195674,6,6
"HIC","Climate",2012,1,3.400133824,4.61699117608939,3.83058059115109,2,2
"HIC","Climate",2012,2,3.400133824,4.39713445341847,4.09271745279719,3,3
"HIC","Climate",2012,3,3.400133824,4.42673055070109,3.99547313315428,4,4
"HIC","Climate",2012,4,3.400133824,4.24154354198981,3.94727377472258,5,5
"HIC","Climate",2012,5,3.400133824,4.31257417546811,4.05889334161705,6,6
"HIC","Climate",2013,1,3.7,4.33794225885322,4.61699117608939,2,2
"HIC","Climate",2013,2,3.7,4.39713445341847,4.12654156397733,3,3
"HIC","Climate",2013,3,3.7,4.17304971685003,4.24915396700535,4,4
"HIC","Climate",2013,4,3.7,4.27198524205194,4.14007120844939,5,5
"HIC","Climate",2013,5,3.7,4.31257417546811,4.07580539720712,6,6
"HIC","Climate",2014,1,3.934673367,4.23646992531279,4.33794225885322,2,2
"HIC","Climate",2014,2,3.934673367,3.99124511925676,4.39713445341847,3,3
"HIC","Climate",2014,3,3.934673367,4.16036567515747,4.08426142500215,4,4
"HIC","Climate",2014,4,3.934673367,4.23139630863577,4.1908073752196,5,5
"HIC","Climate",2014,5,3.934673367,4.31257417546811,4.10962950838726,6,6
"HIC","Climate",2015,1,4.050406504,4.00815717484683,4.23646992531279,2,2
"HIC","Climate",2015,2,4.050406504,4.22801389751776,4.39713445341847,3,3
"HIC","Climate",2015,3,4.050406504,4.29989013377556,4.42673055070109,4,4
"HIC","Climate",2015,4,4.050406504,4.38360480894641,4.17051290851152,5,5
"HIC","Climate",2015,5,4.050406504,4.36331034223833,4.24492595310783,6,6
"HIC","Climate",2016,1,4.076388889,4.08426142500215,4.00815717484683,2,2
"HIC","Climate",2016,2,4.076388889,4.22801389751776,3.99124511925676,3,3
"HIC","Climate",2016,3,4.076388889,4.35062630054577,4.17304971685003,4,4
"HIC","Climate",2016,4,4.076388889,4.3328686421762,4.24154354198981,5,5
"HIC","Climate",2016,5,4.076388889,4.60853514829436,4.05889334161705,6,6
"HIC","Climate",2017,1,4.257340242,4.59162309270428,4.08426142500215,2,2
"HIC","Climate",2017,2,4.257340242,4.63390323167946,4.22801389751776,3,3
"HIC","Climate",2017,3,4.257340242,4.54088692593407,4.16036567515747,4,4
"HIC","Climate",2017,4,4.257340242,4.83008307652429,4.27198524205194,5,5
"HIC","Climate",2017,5,4.257340242,5.03979256584117,4.31257417546811,6,6
"HIC","Climate",2018,1,4.413748177,4.61699117608939,4.59162309270428,2,2
"HIC","Climate",2018,2,4.413748177,4.49860678695889,4.22801389751776,3,3
"HIC","Climate",2018,3,4.413748177,4.87067200994046,4.29989013377556,4,4
"HIC","Climate",2018,4,4.413748177,5.11420561043748,4.23139630863577,5,5
"HIC","Climate",2018,5,4.413748177,5.14126489938159,4.31257417546811,6,6
"HIC","Climate",2019,1,4.35059761,4.49015075916386,4.61699117608939,2,2
"HIC","Climate",2019,2,4.35059761,4.98905639907095,4.63390323167946,3,3
"HIC","Climate",2019,3,4.35059761,5.26387730240961,4.35062630054577,4,4
"HIC","Climate",2019,4,4.35059761,5.26641411074812,4.38360480894641,5,5
"HIC","Climate",2019,5,4.35059761,4.6677273428596,4.31257417546811,6,6
"HIC","Climate",2020,1,4.256809339,5.12435284379152,4.49015075916386,2,2
"HIC","Climate",2020,2,4.256809339,5.44568190000287,4.49860678695889,3,3
"HIC","Climate",2020,3,4.256809339,5.40340176102769,4.54088692593407,4,4
"HIC","Climate",2020,4,4.256809339,4.65758010950556,4.3328686421762,5,5
"HIC","Climate",2020,5,4.256809339,4.65758010950556,4.36331034223833,5,6
"HIC","Climate",2021,1,4.014760148,6.03760384565536,5.12435284379152,2,2
"HIC","Climate",2021,2,4.014760148,5.78392301180429,4.98905639907095,3,3
"HIC","Climate",2021,3,4.014760148,4.75651563470748,4.87067200994046,4,4
"HIC","Climate",2021,4,4.014760148,4.75651563470748,4.83008307652429,4,5
"HIC","Climate",2021,5,4.014760148,4.75651563470748,4.60853514829436,4,6
"HIC","Diseases",2006,1,2.25,0.200526273030407,0.182296611845824,2,2
"HIC","Diseases",2006,2,2.25,0.145837289476659,0.486124298255532,3,3
"HIC","Diseases",2006,3,2.25,0.756530939160171,0.74741610856788,4,4
"HIC","Diseases",2006,4,2.25,0.678143396066467,0.627100344749636,5,5
"HIC","Diseases",2006,5,2.25,0.686650571285938,0.589425711634832,6,6
"HIC","Diseases",2007,1,2.121088687,0.0546889835537473,0.200526273030407,2,2
"HIC","Diseases",2007,2,2.121088687,0.899329951772733,0.145837289476659,3,3
"HIC","Diseases",2007,3,2.121088687,0.765645769752462,0.382822884876231,4,4
"HIC","Diseases",2007,4,2.121088687,0.758353905278629,0.61251661580197,5,5
"HIC","Diseases",2007,5,2.121088687,0.656267802644968,0.534736728081085,6,6
"HIC","Diseases",2008,1,2.726027397,1.31253560528994,0.0546889835537473,2,2
"HIC","Diseases",2008,2,2.726027397,0.99655481142384,0.145837289476659,3,3
"HIC","Diseases",2008,3,2.726027397,0.929712720413704,0.118492797699786,4,4
"HIC","Diseases",2008,4,2.726027397,0.772937634226295,0.313550172374818,5,5
"HIC","Diseases",2008,5,2.726027397,0.710956786198715,0.516507066896502,6,6
"HIC","Diseases",2009,1,2.732532323,1.47660255595118,1.31253560528994,2,2
"HIC","Diseases",2009,2,2.732532323,1.22746385309522,0.899329951772733,3,3
"HIC","Diseases",2009,3,2.732532323,0.957057212190578,0.756530939160171,4,4
"HIC","Diseases",2009,4,2.732532323,0.845856278964625,0.61251661580197,5,5
"HIC","Diseases",2009,5,2.732532323,0.789951984665239,0.692727125014132,6,6
"HIC","Diseases",2010,1,3.066958453,0.546889835537473,1.47660255595118,2,2
"HIC","Diseases",2010,2,3.066958453,0.413205653517202,0.99655481142384,3,3
"HIC","Diseases",2010,3,3.066958453,0.410167376653105,0.765645769752462,4,4
"HIC","Diseases",2010,4,3.066958453,0.430220003956145,0.678143396066467,5,5
"HIC","Diseases",2010,5,3.066958453,0.480047744527337,0.57119605045025,6,6
"HIC","Diseases",2011,1,3.187,0.437511868429978,0.546889835537473,2,2
"HIC","Diseases",2011,2,3.187,0.42535876097359,1.22746385309522,3,3
"HIC","Diseases",2011,3,3.187,0.44662669902227,0.929712720413704,4,4
"HIC","Diseases",2011,4,3.187,0.503138648694475,0.758353905278629,5,5
"HIC","Diseases",2011,5,3.187,0.540813281809279,0.686650571285938,6,6
"HIC","Diseases",2012,1,3.150953496,0.273444917768736,0.437511868429978,2,2
"HIC","Diseases",2012,2,3.150953496,0.35244011623526,0.413205653517202,3,3
"HIC","Diseases",2012,3,3.150953496,0.44662669902227,0.957057212190578,4,4
"HIC","Diseases",2012,4,3.150953496,0.503138648694475,0.772937634226295,5,5
"HIC","Diseases",2012,5,3.150953496,0.577272604178444,0.656267802644968,6,6
"HIC","Diseases",2013,1,3.2,0.455741529614561,0.273444917768736,2,2
"HIC","Diseases",2013,2,3.2,0.546889835537473,0.42535876097359,3,3
"HIC","Diseases",2013,3,3.2,0.592463988498929,0.410167376653105,4,4
"HIC","Diseases",2013,4,3.2,0.663559667118801,0.845856278964625,5,5
"HIC","Diseases",2013,5,3.2,0.613731926547609,0.710956786198715,6,6
"HIC","Diseases",2014,1,2.849246231,0.619808480275803,0.455741529614561,2,2
"HIC","Diseases",2014,2,2.849246231,0.656267802644968,0.35244011623526,3,3
"HIC","Diseases",2014,3,2.849246231,0.729186447383297,0.44662669902227,4,4
"HIC","Diseases",2014,4,2.849246231,0.656267802644968,0.430220003956145,5,5
"HIC","Diseases",2014,5,2.849246231,0.680574017557744,0.789951984665239,6,6
"HIC","Diseases",2015,1,3.331707317,0.729186447383297,0.619808480275803,2,2
"HIC","Diseases",2015,2,3.331707317,0.802105092121627,0.546889835537473,3,3
"HIC","Diseases",2015,3,3.331707317,0.692727125014132,0.44662669902227,4,4
"HIC","Diseases",2015,4,3.331707317,0.714602718435631,0.503138648694475,5,5
"HIC","Diseases",2015,5,3.331707317,1.08162656361856,0.480047744527337,6,6
"HIC","Diseases",2016,1,3.100694444,0.838564414490792,0.729186447383297,2,2
"HIC","Diseases",2016,2,3.100694444,0.680574017557744,0.656267802644968,3,3
"HIC","Diseases",2016,3,3.100694444,0.710956786198715,0.592463988498929,4,4
"HIC","Diseases",2016,4,3.100694444,1.15211458686561,0.503138648694475,5,5
"HIC","Diseases",2016,5,3.100694444,1.45837289476659,0.540813281809279,6,6
"HIC","Diseases",2017,1,3.214162349,0.656267802644968,0.838564414490792,2,2
"HIC","Diseases",2017,2,3.214162349,0.704880232470521,0.802105092121627,3,3
"HIC","Diseases",2017,3,3.214162349,1.25784662173619,0.729186447383297,4,4
"HIC","Diseases",2017,4,3.214162349,1.60421018424325,0.663559667118801,5,5
"HIC","Diseases",2017,5,3.214162349,1.83511922591463,0.577272604178444,6,6
"HIC","Diseases",2018,1,3.035741371,0.583349157906638,0.656267802644968,2,2
"HIC","Diseases",2018,2,3.035741371,1.36114803511549,0.680574017557744,3,3
"HIC","Diseases",2018,3,3.035741371,1.7682771349045,0.692727125014132,4,4
"HIC","Diseases",2018,4,3.035741371,2.0125545947779,0.656267802644968,5,5
"HIC","Diseases",2018,5,3.035741371,2.0125545947779,0.613731926547609,5,6
"HIC","Diseases",2019,1,3.067729084,1.85942544082741,0.583349157906638,2,2
"HIC","Diseases",2019,2,3.067729084,2.23617177197545,0.704880232470521,3,3
"HIC","Diseases",2019,3,3.067729084,2.42454493754946,0.710956786198715,4,4
"HIC","Diseases",2019,4,3.067729084,2.42454493754946,0.714602718435631,4,5
"HIC","Diseases",2019,5,3.067729084,2.42454493754946,0.680574017557744,4,6
"HIC","Diseases",2020,1,2.848249027,2.95320511190235,1.85942544082741,2,2
"HIC","Diseases",2020,2,2.848249027,2.96535821935874,1.36114803511549,3,3
"HIC","Diseases",2020,3,2.848249027,2.96535821935874,1.25784662173619,3,4
"HIC","Diseases",2020,4,2.848249027,2.96535821935874,1.15211458686561,3,5
"HIC","Diseases",2020,5,2.848249027,2.96535821935874,1.08162656361856,3,6
"HIC","Diseases",2021,1,3.793357934,2.98966443427152,2.95320511190235,2,2
"HIC","Diseases",2021,2,3.793357934,2.98966443427152,2.23617177197545,2,3
"HIC","Diseases",2021,3,3.793357934,2.98966443427152,1.7682771349045,2,4
"HIC","Diseases",2021,4,3.793357934,2.98966443427152,1.60421018424325,2,5
"HIC","Diseases",2021,5,3.793357934,2.98966443427152,1.45837289476659,2,6
"HIC","Food",2006,1,2.5,2.52527761385299,1.14785346084227,2,2
"HIC","Food",2006,2,2.5,1.83656553734763,0.765235640561511,3,3
"HIC","Food",2006,3,2.5,1.37742415301072,0.918282768673813,4,4
"HIC","Food",2006,4,2.5,1.19376759927596,0.918282768673813,5,5
"HIC","Food",2006,5,2.5,1.07132989678612,1.07132989678612,6,6
"HIC","Food",2007,1,3.322440289,2.06613622951608,2.52527761385299,2,2
"HIC","Food",2007,2,3.322440289,1.37742415301072,1.98961266545993,3,3
"HIC","Food",2007,3,3.322440289,1.14785346084227,1.49220949909495,4,4
"HIC","Food",2007,4,3.322440289,1.01011104554119,1.4692524298781,5,5
"HIC","Food",2007,5,3.322440289,0.841759204617662,1.37742415301072,6,6
"HIC","Food",2008,1,3.410958904,0.229570692168453,2.06613622951608,2,2
"HIC","Food",2008,2,3.410958904,0.306094256224604,1.83656553734763,3,3
"HIC","Food",2008,3,3.410958904,0.34435603825268,1.60699484517917,4,4
"HIC","Food",2008,4,3.410958904,0.275484830602144,1.28559587614334,5,5
"HIC","Food",2008,5,3.410958904,0.382617820280755,1.30090058895457,6,6
"HIC","Food",2009,1,2.725702471,0.229570692168453,0.229570692168453,2,2
"HIC","Food",2009,2,2.725702471,0.306094256224604,1.37742415301072,3,3
"HIC","Food",2009,3,2.725702471,0.229570692168453,1.37742415301072,4,4
"HIC","Food",2009,4,2.725702471,0.367313107469525,1.28559587614334,5,5
"HIC","Food",2009,5,2.725702471,0.367313107469525,1.07132989678612,5,6
"HIC","Food",2010,1,3.103475307,0.459141384336906,0.229570692168453,2,2
"HIC","Food",2010,2,3.103475307,0.306094256224604,0.306094256224604,3,3
"HIC","Food",2010,3,3.103475307,0.459141384336906,1.14785346084227,4,4
"HIC","Food",2010,4,3.103475307,0.459141384336906,1.19376759927596,4,5
"HIC","Food",2010,5,3.103475307,0.459141384336906,1.14785346084227,4,6
"HIC","Food",2011,1,3.432,0.229570692168453,0.459141384336906,2,2
"HIC","Food",2011,2,3.432,0.459141384336906,0.306094256224604,3,3
"HIC","Food",2011,3,3.432,0.459141384336906,0.34435603825268,3,4
"HIC","Food",2011,4,3.432,0.459141384336906,1.01011104554119,3,5
"HIC","Food",2011,5,3.432,0.459141384336906,1.07132989678612,3,6
"HIC","Food",2012,1,3.642355303,0.459141384336906,0.229570692168453,2,2
"HIC","Food",2012,2,3.642355303,0.459141384336906,0.306094256224604,2,3
"HIC","Food",2012,3,3.642355303,0.459141384336906,0.229570692168453,2,4
"HIC","Food",2012,4,3.642355303,0.459141384336906,0.275484830602144,2,5
"HIC","Food",2012,5,3.642355303,0.459141384336906,0.841759204617662,2,6
"HIC","Food",2013,1,3.70125,0.918282768673813,0.459141384336906,1,2
"HIC","Food",2013,2,3.70125,0.918282768673813,0.459141384336906,1,3
"HIC","Food",2013,3,3.70125,0.918282768673813,0.459141384336906,1,4
"HIC","Food",2013,4,3.70125,0.918282768673813,0.367313107469525,1,5
"HIC","Food",2013,5,3.70125,0.918282768673813,0.382617820280755,1,6
"HIC","Food",2014,1,3.197654941,NA,0.918282768673813,0,1
"HIC","Food",2014,2,3.197654941,NA,0.459141384336906,0,2
"HIC","Food",2014,3,3.197654941,NA,0.459141384336906,0,3
"HIC","Food",2014,4,3.197654941,NA,0.459141384336906,0,4
"HIC","Food",2014,5,3.197654941,NA,0.367313107469525,0,5
"HIC","Food",2015,1,3.513821138,NA,NA,0,0
"HIC","Food",2015,2,3.513821138,NA,0.918282768673813,0,1
"HIC","Food",2015,3,3.513821138,NA,0.459141384336906,0,2
"HIC","Food",2015,4,3.513821138,NA,0.459141384336906,0,3
"HIC","Food",2015,5,3.513821138,NA,0.459141384336906,0,4
"HIC","Food",2016,1,3.511574074,NA,NA,0,0
"HIC","Food",2016,2,3.511574074,NA,NA,0,0
"HIC","Food",2016,3,3.511574074,NA,0.918282768673813,0,1
"HIC","Food",2016,4,3.511574074,NA,0.459141384336906,0,2
"HIC","Food",2016,5,3.511574074,NA,0.459141384336906,0,3
"HIC","Food",2017,1,3.497409326,NA,NA,0,0
"HIC","Food",2017,2,3.497409326,NA,NA,0,0
"HIC","Food",2017,3,3.497409326,NA,NA,0,0
"HIC","Food",2017,4,3.497409326,NA,0.918282768673813,0,1
"HIC","Food",2017,5,3.497409326,NA,0.459141384336906,0,2
"HIC","Food",2018,1,3.378398963,NA,NA,0,0
"HIC","Food",2018,2,3.378398963,NA,NA,0,0
"HIC","Food",2018,3,3.378398963,NA,NA,0,0
"HIC","Food",2018,4,3.378398963,NA,NA,0,0
"HIC","Food",2018,5,3.378398963,NA,0.918282768673813,0,1
"HIC","Food",2019,1,3.281540505,NA,NA,0,0
"HIC","Food",2019,2,3.281540505,NA,NA,0,0
"HIC","Food",2019,3,3.281540505,NA,NA,0,0
"HIC","Food",2019,4,3.281540505,NA,NA,0,0
"HIC","Food",2019,5,3.281540505,NA,NA,0,0
"HIC","Food",2020,1,3.265888457,NA,NA,0,0
"HIC","Food",2020,2,3.265888457,NA,NA,0,0
"HIC","Food",2020,3,3.265888457,NA,NA,0,0
"HIC","Food",2020,4,3.265888457,NA,NA,0,0
"HIC","Food",2020,5,3.265888457,NA,NA,0,0
"HIC","Food",2021,1,3.334563346,NA,NA,0,0
"HIC","Food",2021,2,3.334563346,NA,NA,0,0
"HIC","Food",2021,3,3.334563346,NA,NA,0,0
"HIC","Food",2021,4,3.334563346,NA,NA,0,0
"HIC","Food",2021,5,3.334563346,NA,NA,0,0
"HIC","Economic",2006,1,2.25,0.59698966933638,0.46432529837274,2,2
"HIC","Economic",2006,2,2.25,1.59197245156368,0.48643602686668,3,3
"HIC","Economic",2006,3,2.25,1.95679947171369,0.56382357659547,4,4
"HIC","Economic",2006,4,2.25,1.9899655644546,0.636788980625472,5,5
"HIC","Economic",2006,5,2.25,2.05629774993642,0.663321854818199,6,6
"HIC","Economic",2007,1,2.509720422,2.18896212090006,0.59698966933638,2,2
"HIC","Economic",2007,2,2.509720422,2.47640159132128,0.57487894084244,3,3
"HIC","Economic",2007,3,2.509720422,2.38795867734552,0.56382357659547,4,4
"HIC","Economic",2007,4,2.509720422,2.38795867734552,0.610256106432744,5,5
"HIC","Economic",2007,5,2.509720422,2.34373722035764,0.663321854818199,6,6
"HIC","Economic",2008,1,3.294520548,3.316609274091,2.18896212090006,2,2
"HIC","Economic",2008,2,3.294520548,2.91861616120008,1.59197245156368,3,3
"HIC","Economic",2008,3,3.294520548,2.78595179023644,1.3266437096364,4,4
"HIC","Economic",2008,4,3.294520548,2.6532874192728,1.16744646448003,5,5
"HIC","Economic",2008,5,3.294520548,2.36584794885158,1.105536424697,6,6
"HIC","Economic",2009,1,4.105868471,2.58695523379098,3.316609274091,2,2
"HIC","Economic",2009,2,4.105868471,2.52062304830916,2.47640159132128,3,3
"HIC","Economic",2009,3,4.105868471,2.42112477008643,1.95679947171369,4,4
"HIC","Economic",2009,4,4.105868471,2.12262993541824,1.67157107414186,5,5
"HIC","Economic",2009,5,4.105868471,1.83519046499702,1.48141880909398,6,6
"HIC","Economic",2010,1,4.655147635,2.25529430638188,2.58695523379098,2,2
"HIC","Economic",2010,2,4.655147635,2.211072849394,2.91861616120008,3,3
"HIC","Economic",2010,3,4.655147635,1.89046728623187,2.38795867734552,4,4
"HIC","Economic",2010,4,4.655147635,1.59197245156368,1.9899655644546,5,5
"HIC","Economic",2010,5,4.655147635,1.41508662361216,1.74674755102126,6,6
"HIC","Economic",2011,1,3.233166667,2.25529430638188,2.25529430638188,2,2
"HIC","Economic",2011,2,3.233166667,1.81307973650308,2.52062304830916,3,3
"HIC","Economic",2011,3,3.233166667,1.45930808060004,2.78595179023644,4,4
"HIC","Economic",2011,4,3.233166667,1.27357796125094,2.38795867734552,5,5
"HIC","Economic",2011,5,3.233166667,1.12764715319094,2.05629774993642,6,6
"HIC","Economic",2012,1,3.552302888,1.52564026608186,2.25529430638188,2,2
"HIC","Economic",2012,2,3.552302888,1.14975788168488,2.211072849394,3,3
"HIC","Economic",2012,3,3.552302888,0.994982782227299,2.42112477008643,4,4
"HIC","Economic",2012,4,3.552302888,0.875584848360023,2.6532874192728,5,5
"HIC","Economic",2012,5,3.552302888,0.773875497287899,2.34373722035764,6,6
"HIC","Economic",2013,1,3.59,0.663321854818199,1.52564026608186,2,2
"HIC","Economic",2013,2,3.59,0.61910039783032,1.81307973650308,3,3
"HIC","Economic",2013,3,3.59,0.56382357659547,1.89046728623187,4,4
"HIC","Economic",2013,4,3.59,0.504124609661832,2.12262993541824,5,5
"HIC","Economic",2013,5,3.59,0.50854675536062,2.36584794885158,6,6
"HIC","Economic",2014,1,3.180904523,0.46432529837274,0.663321854818199,2,2
"HIC","Economic",2014,2,3.180904523,0.4422145698788,1.14975788168488,3,3
"HIC","Economic",2014,3,3.180904523,0.39799311289092,1.45930808060004,4,4
"HIC","Economic",2014,4,3.180904523,0.424525987083648,1.59197245156368,5,5
"HIC","Economic",2014,5,3.180904523,0.42010384138486,1.83519046499702,6,6
"HIC","Economic",2015,1,3.514905149,0.46432529837274,0.46432529837274,2,2
"HIC","Economic",2015,2,3.514905149,0.39799311289092,0.61910039783032,3,3
"HIC","Economic",2015,3,3.514905149,0.43115920563183,0.994982782227299,4,4
"HIC","Economic",2015,4,3.514905149,0.424525987083648,1.27357796125094,5,5
"HIC","Economic",2015,5,3.514905149,0.424525987083648,1.41508662361216,5,6
"HIC","Economic",2016,1,3.564814815,0.3316609274091,0.46432529837274,2,2
"HIC","Economic",2016,2,3.564814815,0.39799311289092,0.4422145698788,3,3
"HIC","Economic",2016,3,3.564814815,0.39799311289092,0.56382357659547,4,4
"HIC","Economic",2016,4,3.564814815,0.39799311289092,0.875584848360023,4,5
"HIC","Economic",2016,5,3.564814815,0.39799311289092,1.12764715319094,4,6
"HIC","Economic",2017,1,3.57915947,0.39799311289092,0.3316609274091,2,2
"HIC","Economic",2017,2,3.57915947,0.39799311289092,0.39799311289092,3,3
"HIC","Economic",2017,3,3.57915947,0.39799311289092,0.39799311289092,3,4
"HIC","Economic",2017,4,3.57915947,0.39799311289092,0.504124609661832,3,5
"HIC","Economic",2017,5,3.57915947,0.39799311289092,0.773875497287899,3,6
"HIC","Economic",2018,1,3.357089613,0.46432529837274,0.39799311289092,2,2
"HIC","Economic",2018,2,3.357089613,0.46432529837274,0.39799311289092,2,3
"HIC","Economic",2018,3,3.357089613,0.46432529837274,0.43115920563183,2,4
"HIC","Economic",2018,4,3.357089613,0.46432529837274,0.424525987083648,2,5
