"term","real_est","std.error","statistic","p.value","Region","Risk_Type","Lag","N","mean_sim","sd_sim","q025","q975","z","signif","sig.two"
"Risk_Score",-0.437716175462032,0.313310935122724,-1.39706638483773,0.185784882877986,"LIC","Economic",-1,15,0.0118519087071051,0.394245460300702,-0.777200549013539,0.73734301150412,-1.14032532886045,FALSE,"NONE"
"Risk_Score",-0.300697528188625,0.268207026833164,-1.12113963507627,0.284163437240546,"LIC","Economic",1,14,0.00393451069986919,0.389091132907005,-0.704792558624384,0.769183096429551,-0.782932359862601,FALSE,"NONE"
"Risk_Score",-0.264260525778951,0.322520224880158,-0.819361098601321,0.42855404769653,"LIC","Economic",2,14,-0.00848808678996793,0.421894536729137,-0.79126600539912,0.787439514995662,-0.606247336056862,FALSE,"NONE"
"Risk_Score",-0.252627074453843,0.238728736988075,-1.05821811668389,0.310793366275877,"LIC","Economic",3,14,-0.000782733772335352,0.148658737924243,-0.286891527634978,0.294844967520752,-1.6941105796946,FALSE,"NONE"
"Risk_Score",-0.228132165771974,0.2611421660812,-0.873593756211085,0.399484485006868,"LIC","Economic",4,14,4.1263521766199e-06,0.116398613862688,-0.228136708448914,0.217323816511103,-1.95995712108116,FALSE,"NONE"
"Risk_Score",-0.179432303557306,0.226116476146372,-0.793539270624197,0.442872488123431,"LIC","Economic",5,14,0.000519567953474011,0.0717393093030354,-0.142734808318244,0.133109063084154,-2.50841377285418,TRUE,"SIM"
"Risk_Score",-0.26877650974337,0.286490865269918,-0.938167817288489,0.364062482520562,"LIC","Tech",-5,16,0.195442815924153,0.0751311068116577,0.0471899290815433,0.34588211821674,-6.1787899229443,TRUE,"SIM"
"Risk_Score",-0.473632754943107,0.311021049245131,-1.52283183434898,0.150065342603119,"LIC","Tech",-4,16,0.00211355345198471,0.0950582236475693,-0.189375013933102,0.193801089159056,-5.00478854053631,TRUE,"SIM"
"Risk_Score",-0.468958491796102,0.318649935978732,-1.47170433396039,0.163220815326479,"LIC","Tech",-3,16,0.00315135521064232,0.11779436085498,-0.229481014942717,0.238433671957092,-4.00791551972485,TRUE,"SIM"
"Risk_Score",-0.500892903023635,0.333012555604142,-1.50412617961184,0.154770788715807,"LIC","Tech",-2,16,0.00254661176176822,0.166626487301969,-0.31299913933563,0.330525447753538,-3.02136546798256,TRUE,"SIM"
"Risk_Score",-0.720954954553975,0.347329973917027,-2.07570612585887,0.0568265008523404,"LIC","Tech",-1,16,0.00313568247112108,0.338843708442717,-0.658431492690311,0.655864156172399,-2.13694579236228,TRUE,"SIM"
"Risk_Score",-0.419477199506947,0.351776636053342,-1.19245326867967,0.252903545325192,"LIC","Tech",1,16,-0.00302619162342967,0.320447477667513,-0.60488967092905,0.627665369587771,-1.29959209201707,FALSE,"NONE"
"Risk_Score",-0.38095543104427,0.339163332654668,-1.12322115737716,0.280236433385015,"LIC","Tech",2,16,0.000153348041814998,0.168597915748516,-0.324536987495513,0.31831245759841,-2.2604596112241,TRUE,"SIM"
"Risk_Score",-0.352341458385024,0.328971362549856,-1.07103990953506,0.302268954347762,"LIC","Tech",3,16,-0.0319155888616364,0.117478348393693,-0.256598347987999,0.192682380157045,-2.72753127622784,TRUE,"SIM"
"Risk_Score",-0.375268441425508,0.333081586842203,-1.12665621952645,0.27882955576564,"LIC","Tech",4,16,-0.15795335972022,0.0914517736007107,-0.33489296674198,0.0216437973059492,-2.37628066847683,TRUE,"SIM"
"Risk_Score",-0.4159267471967,0.297800682612705,-1.39666149703767,0.184264127095869,"LIC","Tech",5,16,-0.197990572059049,0.0738832396962979,-0.336553592122145,-0.0514966573071932,-2.94973766761572,TRUE,"SIM"
"Risk_Score",0.785543420743039,0.402143385814946,1.95339137345534,0.0710553069348016,"LIC","Terror",-5,16,0.116275168625201,0.314327405483342,-0.478786946293593,0.70247875354384,2.12920744562092,TRUE,"SIM"
"Risk_Score",0.916700938246412,0.384715070963145,2.38280485334621,0.0319016163847167,"LIC","Terror",-4,16,-0.0190552907371532,0.398252893865114,-0.745298749659755,0.73536988849842,2.3496533067265,TRUE,"BOTH"
"Risk_Score",0.884975299932032,0.398309306265194,2.2218293321593,0.0432898073042519,"LIC","Terror",-3,16,-0.0203478535892361,0.40694213048646,-0.779509076867413,0.756469335066811,2.22469753239617,TRUE,"BOTH"
"Risk_Score",0.940825297441619,0.376545753296033,2.49856833918921,0.0255371955824533,"LIC","Terror",-2,16,-0.0280505650475922,0.457650220102896,-0.897510721511628,0.837583836245648,2.11706630944343,TRUE,"BOTH"
"Risk_Score",0.838531020058444,0.415244338662691,2.01936773601529,0.0630197405232849,"LIC","Terror",-1,16,-0.0235975158538943,0.391634689334927,-0.811834509045179,0.716175049437061,2.201358968932,TRUE,"SIM"
"Risk_Score",0.873077254645606,0.388385789828949,2.24796395107587,0.0425671340001181,"LIC","Terror",1,15,-0.0140378642582287,0.410984646732028,-0.834356371193624,0.793822516842442,2.15851157934436,TRUE,"BOTH"
"Risk_Score",1.01689579269719,0.288096439753695,3.52970621076252,0.00369739611473776,"LIC","Terror",2,15,-0.0153586602818168,0.468576036861777,-0.887286365131449,0.896938844287348,2.20296039868446,TRUE,"BOTH"
"Risk_Score",0.91371623325223,0.297312980298152,3.07324702855535,0.00889310457233396,"LIC","Terror",3,15,-0.0192526042925772,0.411104043477192,-0.778170250306822,0.780808675565859,2.2694226737679,TRUE,"BOTH"
"Risk_Score",0.704122766005873,0.270573297626083,2.60233649138183,0.0219086383771777,"LIC","Terror",4,15,-0.02042778450085,0.412654997174492,-0.758102460181036,0.769696471638909,1.75582642999073,FALSE,"REG"
"Risk_Score",0.677136628368734,0.247395854430985,2.73705729599294,0.01695181215722,"LIC","Terror",5,15,-0.0170322118564722,0.342965842727248,-0.631261543479694,0.65722363323167,2.02401742023407,TRUE,"BOTH"
"Risk_Score",-0.315249087953847,0.717411382920469,-0.439425823814668,0.668860757171846,"LIC","GeoConflict",-5,16,0.0948795459287846,0.174871708045042,-0.251120420149644,0.438101117811573,-2.34531153419623,TRUE,"SIM"
"Risk_Score",-0.163496175827689,0.753573361296512,-0.216961193461505,0.83221013085627,"LIC","GeoConflict",-4,16,-0.00142615278951148,0.251179952327368,-0.469752792136026,0.489537440834893,-0.645234707374054,FALSE,"NONE"
"Risk_Score",-0.103382305090965,0.766969200043523,-0.134793294287565,0.895210107330953,"LIC","GeoConflict",-3,16,-0.00257823483499644,0.392122955978022,-0.737693321055222,0.75228196607676,-0.257072606230221,FALSE,"NONE"
"Risk_Score",-0.0224419589508254,0.802343373656293,-0.0279705169727482,0.978186672585979,"LIC","GeoConflict",-2,16,-0.0239943118586658,0.794432906247151,-1.55356176255482,1.49190086413951,0.00195403903291676,FALSE,"NONE"
"Risk_Score",0.115422902349942,0.770783113498544,0.149747575327699,0.883674139705755,"LIC","GeoConflict",-1,16,-0.0217255364995886,0.709245888554246,-1.44412546805686,1.30265900875685,0.193372201464712,FALSE,"NONE"
"Risk_Score",-0.135769304471762,0.74800542556378,-0.181508448778204,0.859269854510478,"LIC","GeoConflict",1,16,-0.0173237980252467,0.692085346961848,-1.33205469801747,1.35851280715562,-0.17114291895714,FALSE,"NONE"
"Risk_Score",0.200848943830177,0.723505476358697,0.277605284815564,0.786463434211281,"LIC","GeoConflict",2,16,-0.00787299584968572,0.762289155878148,-1.43746133760435,1.45067512491114,0.273809404305925,FALSE,"NONE"
"Risk_Score",0.218013817345611,0.69424171807271,0.314031570950303,0.759372294082153,"LIC","GeoConflict",3,16,-0.00388249241774807,0.391734051546885,-0.745739637906686,0.775579663782177,0.566446314501207,FALSE,"NONE"
"Risk_Score",0.881979966974058,0.530795065547549,1.66162050897033,0.124792113730421,"LIC","GeoConflict",4,16,0.672296309586605,0.21197957849231,0.254050694094581,1.08436421859558,0.989169140154035,FALSE,"NONE"
"Risk_Score",0.841039637083914,0.474798040511335,1.77136290659109,0.104165954225415,"LIC","GeoConflict",5,16,0.564568893547545,0.136207674110746,0.289095282985446,0.828523703239101,2.0297736184202,TRUE,"SIM"
"Risk_Score",0.169411774278223,0.108353899390477,1.56350417687979,0.14025091476436,"LMC","Climate",-5,16,0.271154012704296,0.068227530493277,0.1283178992467,0.401188255333087,-1.49121971278292,FALSE,"NONE"
"Risk_Score",-0.144267587956545,0.0721240971012119,-2.00026889423786,0.0652559571595018,"LMC","Climate",-4,16,0.000313056504452669,0.0886031359687346,-0.183418052301522,0.173428193747553,-1.63177796000376,FALSE,"NONE"
"Risk_Score",-0.137962255496507,0.0985533237476553,-1.39987420261703,0.183319489016653,"LMC","Climate",-3,16,0.000554073778297718,0.112130624695923,-0.226808613427669,0.219332365153142,-1.23531220530016,FALSE,"NONE"
"Risk_Score",-0.319617645062803,0.130122664214951,-2.45627959580372,0.0277069700150604,"LMC","Climate",-2,16,-0.000330911685082058,0.159011990027563,-0.332994459406448,0.303990373707192,-2.00794124595495,FALSE,"REG"
"Risk_Score",-0.46195793028546,0.219297679743726,-2.10653359773487,0.0536800544688037,"LMC","Climate",-1,16,-0.00203758987864315,0.341015611490682,-0.683484509247455,0.64576537126266,-1.34867825668264,FALSE,"NONE"
"Risk_Score",-0.426613359799102,0.222546135902369,-1.91696592739879,0.0758809404343612,"LMC","Climate",1,16,-0.00582634069805784,0.340157644840885,-0.664211638852795,0.647158917819223,-1.23703531431103,FALSE,"NONE"
"Risk_Score",-0.26896815242211,0.124938720183251,-2.15280060518954,0.0492593350544301,"LMC","Climate",2,16,0.00084508032080453,0.159675142162381,-0.318967420067151,0.326162921499443,-1.68976353544455,FALSE,"REG"
"Risk_Score",-0.257521341847522,0.119619381773335,-2.15283959864879,0.0492557562594692,"LMC","Climate",3,16,-0.0437198310817376,0.113159683465781,-0.267490426920935,0.183579145840679,-1.88937883367655,FALSE,"REG"
"Risk_Score",-0.375124254268516,0.165242413227914,-2.27014509737955,0.0395219686810306,"LMC","Climate",4,16,-0.233642939134156,0.0864946015234031,-0.407630948055131,-0.0603115218055709,-1.63572422604986,FALSE,"REG"
"Risk_Score",-0.398346902766563,0.140065265828217,-2.84400918679665,0.0130026464088213,"LMC","Climate",5,16,-0.2904373945149,0.0699558729360748,-0.43027092763397,-0.148056303649974,-1.54253679816518,FALSE,"REG"
"Risk_Score",0.0515618395737715,0.060986750343781,0.845459698756182,0.41314519997354,"LMC","Geophysical",-5,16,0.0560523463991346,0.187339788417471,-0.311344958600622,0.404040929771294,-0.0239698510567136,FALSE,"NONE"
"Risk_Score",0.0715699454257157,0.0846072815776903,0.845907634557398,0.412904206717027,"LMC","Geophysical",-4,16,0.00732878470386211,0.222162001355295,-0.409368759878478,0.421602349863138,0.289163584816267,FALSE,"NONE"
"Risk_Score",0.135721467407084,0.112126082242971,1.21043618658666,0.247660172719622,"LMC","Geophysical",-3,16,0.0084613154284986,0.25650462491264,-0.477411369452054,0.480034453355112,0.496131997705411,FALSE,"NONE"
"Risk_Score",0.293108146228434,0.0780120981412942,3.75721398618918,0.00239438303305989,"LMC","Geophysical",-2,16,0.00825146851546149,0.28368697756655,-0.547022895012563,0.527856139936916,1.00412320705186,FALSE,"REG"
"Risk_Score",0.395980231583096,0.13144343533935,3.01255236186414,0.00999468288374707,"LMC","Geophysical",-1,16,0.00622469618948894,0.258665630840882,-0.505476035926944,0.485045708627332,1.5067928975588,FALSE,"REG"
"Risk_Score",0.39728382430032,0.129271861586722,3.07324284978911,0.00889317609325868,"LMC","Geophysical",1,16,0.00772210905709059,0.26182123197212,-0.521611919147982,0.499374266077985,1.48789199527069,FALSE,"REG"
"Risk_Score",0.316220477670992,0.0735598774336569,4.29881735401461,0.000865165872613362,"LMC","Geophysical",2,16,0.00853371332737224,0.288483297833002,-0.576935063737436,0.549049231820925,1.06656699592271,FALSE,"REG"
"Risk_Score",0.377137763842244,0.0506339126325321,7.44832354906609,4.84551848643537e-06,"LMC","Geophysical",3,16,-0.00608554176176725,0.25955836557344,-0.520805258606575,0.470397485877491,1.47644366906595,FALSE,"REG"
"Risk_Score",0.192017720292959,0.0958805380840975,2.00267670718054,0.0665206882273862,"LMC","Geophysical",4,16,-0.1135033729467,0.220104627868917,-0.537074877612677,0.3038809321799,1.38807210097196,FALSE,"NONE"
"Risk_Score",0.102605382335501,0.0893261271020391,1.14866037143078,0.271392902689024,"LMC","Geophysical",5,16,-0.160686008293532,0.185302184940704,-0.518221497417152,0.19460205740769,1.42087580194095,FALSE,"NONE"
"Risk_Score",0.52350232934437,0.193041520894076,2.71186388772611,0.0168602196340594,"LMC","Diseases",-5,16,0.512462668904298,0.20659405277789,0.103674497739232,0.896093522582461,0.0534364871187291,FALSE,"REG"
"Risk_Score",0.544999163447573,0.266617973138968,2.04412012075235,0.0602260789072299,"LMC","Diseases",-4,16,-0.0132082695700485,0.327926532960242,-0.646149065754948,0.618123375437815,1.70223320442722,FALSE,"NONE"
"Risk_Score",0.617050482158334,0.294881602056236,2.09253638699595,0.0550881888636758,"LMC","Diseases",-3,16,-0.0147286475455871,0.355838328397711,-0.702184229235896,0.688866034979874,1.77546677601801,FALSE,"NONE"
"Risk_Score",0.744024406286544,0.432721036407923,1.71940891171549,0.10756040081965,"LMC","Diseases",-2,16,-0.0167591067344311,0.650799682322354,-1.30479830344168,1.20269144506794,1.16899797846574,FALSE,"NONE"
"Risk_Score",0.784882188523806,0.523896518400346,1.49816263509509,0.156296837087073,"LMC","Diseases",-1,16,-0.0116238393873614,0.536135202084524,-1.07858144108515,0.989486869181366,1.4856439659517,FALSE,"NONE"
"Risk_Score",0.507332264373254,0.655516022577843,0.773943346766948,0.451836476092603,"LMC","Diseases",1,16,-0.00421440521022767,0.52929303282621,-1.06595526032315,1.01606846217546,0.966471572187583,FALSE,"NONE"
"Risk_Score",0.2368660359964,0.619028322366205,0.382641677994621,0.707731941678934,"LMC","Diseases",2,16,-0.00322609173637779,0.649511354921378,-1.28228892606197,1.28664887784422,0.369650393197268,FALSE,"NONE"
"Risk_Score",0.46708457212311,0.642705710627078,0.726747194555627,0.479357119527405,"LMC","Diseases",3,16,-0.00276483669945539,0.356586429519711,-0.683852939713984,0.727573627800273,1.31763121063078,FALSE,"NONE"
"Risk_Score",0.501674580668955,0.613741460782282,0.817403764819008,0.427390099230409,"LMC","Diseases",4,16,-0.00294886518837071,0.331565079667789,-0.669842633253348,0.656862853814275,1.52194388613823,FALSE,"NONE"
"Risk_Score",0.72823291628818,0.611223013031644,1.19143569656543,0.25328984957422,"LMC","Diseases",5,16,-0.00336032995787491,0.235197600668385,-0.474755415867573,0.458338570928642,3.11054723418526,TRUE,"SIM"
"Risk_Score",0.256188123904884,0.246955973078749,1.03738379238631,0.321823748888812,"LMC","Food",-5,13,0.37303141016446,0.605270883329568,-0.778441889876945,1.39010524977833,-0.193042965517895,FALSE,"NONE"
"Risk_Score",-0.141628932459094,0.207354748350911,-0.683027196557912,0.510103483946309,"LMC","Food",-4,12,-0.00713700838589827,0.738286450369639,-1.23505934122537,1.31608248399206,-0.18216767218992,FALSE,"NONE"
"Risk_Score",0.00264264613171348,0.2374690037138,0.0111283834537767,0.99136379553931,"LMC","Food",-3,11,-0.00948578138697393,0.713661846679057,-1.23158106510819,1.31487154134108,0.0169946418953538,FALSE,"NONE"
"Risk_Score",0.239943021013337,0.318566242802512,0.753196631578081,0.472912530432097,"LMC","Food",-2,10,-0.0108293419095137,0.707889744763027,-1.25637608889443,1.33969655722388,0.354253419798869,FALSE,"NONE"
"Risk_Score",-0.260843489216362,0.392166876556854,-0.665133913160934,0.527263795109613,"LMC","Food",-1,9,-0.0174084061928636,0.651346623068426,-1.23888426579725,1.2489614413385,-0.373741222264577,FALSE,"NONE"
"Risk_Score",-0.47298748980526,0.377325864313478,-1.25352522723517,0.256645869755317,"LMC","Food",1,8,-0.0152838251298535,0.765021707140926,-1.36169210562382,1.52731619913979,-0.598288467376903,FALSE,"NONE"
"Risk_Score",-0.506778274766823,0.322560558302358,-1.57111048366857,0.167213585076235,"LMC","Food",2,8,0.00424703327165333,0.843275737626547,-1.41174298379404,1.73907719804177,-0.606000250258342,FALSE,"NONE"
"Risk_Score",-0.306366981591119,0.272692922719628,-1.12348710239947,0.304162527202637,"LMC","Food",3,8,-0.00577592194182114,0.714865150702408,-1.21506726485108,1.42500213997898,-0.420486380338927,FALSE,"NONE"
"Risk_Score",-0.213712084448452,0.261915508064859,-0.815958115758194,0.445700678363652,"LMC","Food",4,8,0.00414270758515763,0.657061706512812,-1.11671446896336,1.30896853372235,-0.331559106053857,FALSE,"NONE"
"Risk_Score",-0.439105355369459,0.235227569115657,-1.86672572870725,0.111182332756339,"LMC","Food",5,8,0.00959730593568864,0.540750947367525,-0.938808804235147,1.12148560109006,-0.829776930562055,FALSE,"NONE"
"Risk_Score",0.160303180497487,0.179401855264631,0.893542490187899,0.386669475666,"LMC","Economic",-5,16,0.363973717570011,0.0625528760384897,0.241564769483157,0.481048345122024,-3.25597398506828,TRUE,"SIM"
"Risk_Score",-0.26627019709582,0.256062033994318,-1.03986597678018,0.316028563984397,"LMC","Economic",-4,16,-0.000350150764519926,0.13116847216659,-0.245986746036803,0.243651588938232,-2.02731679296812,TRUE,"SIM"
"Risk_Score",-0.232875137364497,0.248672576053025,-0.936472935861013,0.364904036763502,"LMC","Economic",-3,16,-0.0017835425278391,0.164782404379114,-0.31578632672548,0.315985644148583,-1.40240455713334,FALSE,"NONE"
"Risk_Score",-0.0956723042682682,0.35693566732564,-0.26803794920552,0.792578923292611,"LMC","Economic",-2,16,-0.00286776495972164,0.4328430090474,-0.838697509538142,0.783789234909748,-0.21440692668871,FALSE,"NONE"
"Risk_Score",-0.0971764346410762,0.311775786620725,-0.311686919931634,0.7602208292677,"LMC","Economic",-1,15,-0.00485155513484247,0.390763057572548,-0.773234526295061,0.700801291015534,-0.236268187887984,FALSE,"NONE"
"Risk_Score",-0.260908271062396,0.295689548535241,-0.882372313647399,0.394907556693615,"LMC","Economic",1,14,0.00142210996611189,0.40040892509045,-0.802658104994243,0.773103431128032,-0.655156178072827,FALSE,"NONE"
"Risk_Score",-0.277604457169558,0.330070438051907,-0.841046107636885,0.41676692775579,"LMC","Economic",2,14,0.0208400509196951,0.431698388832583,-0.806922385450074,0.811752003810749,-0.691326434866526,FALSE,"NONE"
"Risk_Score",-0.273959381200056,0.258099069600964,-1.06145047955273,0.309381374834526,"LMC","Economic",3,14,0.00706184726580353,0.159350968669254,-0.308319114431482,0.309387994529412,-1.76353636763352,FALSE,"NONE"
"Risk_Score",-0.243780328578589,0.273403328780099,-0.891650916125692,0.390108970316341,"LMC","Economic",4,14,0.00389373272342876,0.124653810324311,-0.238365866760166,0.241172115473157,-1.98689523134228,TRUE,"SIM"
"Risk_Score",-0.170587173611566,0.234024606467811,-0.728928364355692,0.480030773021785,"LMC","Economic",5,14,0.00152853558939026,0.0769896171941685,-0.145651058104557,0.151377976923795,-2.23557039862764,TRUE,"SIM"
"Risk_Score",-0.271727842345522,0.300461401782636,-0.904368550280875,0.381099257067889,"LMC","Tech",-5,16,0.195810825739854,0.0581965176507241,0.0753712842514163,0.305161244009078,-8.03379114350769,TRUE,"SIM"
"Risk_Score",-0.48451370936633,0.347087294378145,-1.39594193511002,0.184476248454088,"LMC","Tech",-4,16,0.000278431530559054,0.0732015857683281,-0.143786731611425,0.140196742645304,-6.62269998400285,TRUE,"SIM"
"Risk_Score",-0.486303959117733,0.365921681678428,-1.32898372374965,0.20510706949404,"LMC","Tech",-3,16,0.00112657586256937,0.0930630034390822,-0.182026192804237,0.175988379978026,-5.23764027559424,TRUE,"SIM"
"Risk_Score",-0.458760605231072,0.345094291862209,-1.32937755288705,0.204980479591003,"LMC","Tech",-2,16,0.00402270902246929,0.136111132973221,-0.265038956194539,0.272501157087735,-3.40004013003543,TRUE,"SIM"
"Risk_Score",-0.612403888064578,0.373523891925679,-1.63953070018458,0.123371266797152,"LMC","Tech",-1,16,0.0171861575298136,0.33836922536012,-0.652319676591472,0.664393136073092,-1.86065988987128,FALSE,"NONE"
"Risk_Score",-0.471909553388155,0.274317630911631,-1.72030340091474,0.107393892772043,"LMC","Tech",1,16,-0.00722252102995973,0.329048107864768,-0.645128233952243,0.603170134664008,-1.4122160901444,FALSE,"NONE"
"Risk_Score",-0.375263358158078,0.189361708515035,-1.98172777960694,0.067496046922705,"LMC","Tech",2,16,-0.00190674791094593,0.132681689301728,-0.273998532842837,0.24821328510779,-2.8139271681874,TRUE,"SIM"
"Risk_Score",-0.327961838162498,0.191312613616455,-1.71427190274029,0.108521045054127,"LMC","Tech",3,16,-0.0330954616408308,0.0900371049851496,-0.212041651387064,0.139527515371052,-3.27494288682762,TRUE,"SIM"
"Risk_Score",-0.307016851590673,0.206678805949841,-1.48547815621299,0.159584872863127,"LMC","Tech",4,16,-0.160421365602424,0.0681572959508155,-0.289807223086037,-0.0208779308400487,-2.15084069787682,TRUE,"SIM"
"Risk_Score",-0.333954668673134,0.21890465502276,-1.52557134355326,0.149386472471402,"LMC","Tech",5,16,-0.199649845183642,0.054427763865371,-0.30072227027727,-0.0886741318661529,-2.46757930055146,TRUE,"SIM"
"Risk_Score",0.950663574807575,0.336499067378078,2.82515961252114,0.0134948529945556,"LMC","Terror",-5,16,0.132817584720507,0.269009556680481,-0.395231721124413,0.624846090516527,3.04021165708426,TRUE,"BOTH"
"Risk_Score",1.01612919444037,0.310504887055662,3.27250628508857,0.00555816945666876,"LMC","Terror",-4,16,-0.00407447160883857,0.3624155824935,-0.675618837210618,0.68407351845926,2.81501048887021,TRUE,"BOTH"
"Risk_Score",1.01900860302756,0.3303936793365,3.08422547632855,0.0080816499082741,"LMC","Terror",-3,16,-0.00147736680441765,0.375102201701105,-0.706854547458533,0.704358980008176,2.72055446543377,TRUE,"BOTH"
"Risk_Score",0.95820873259155,0.351528558525727,2.72583467075954,0.0164047310566253,"LMC","Terror",-2,16,-0.000706952666056307,0.476968488593947,-0.912128810106771,0.910084379279271,2.01043823268994,TRUE,"BOTH"
"Risk_Score",0.899356701613723,0.37439155285848,2.40218213992045,0.0307401722956059,"LMC","Terror",-1,16,-0.00456000662625963,0.410513271269325,-0.806888388303424,0.770163660551222,2.20191835807167,TRUE,"BOTH"
"Risk_Score",0.892021225183101,0.351248744160996,2.53957128676378,0.0246744947346428,"LMC","Terror",1,15,0.00156904527977993,0.424589281102223,-0.805306969422373,0.845800011752048,2.09720833646985,TRUE,"BOTH"
"Risk_Score",0.695580219843663,0.372506216596341,1.86729828618515,0.0845681768069839,"LMC","Terror",2,15,0.00746049062484668,0.470943631176288,-0.879355438725482,0.887563570518093,1.46115093965722,FALSE,"NONE"
"Risk_Score",0.579067014856824,0.32752826617466,1.76799096340597,0.100508485222252,"LMC","Terror",3,15,0.00528687718375844,0.367839964978998,-0.671561906453616,0.70123298074833,1.55986350669054,FALSE,"NONE"
"Risk_Score",0.202920184694749,0.349648069927185,0.580355512149709,0.571598045623235,"LMC","Terror",4,15,0.00351426840097596,0.353527372257847,-0.650444368631411,0.668256036883378,0.564046611214972,FALSE,"NONE"
"Risk_Score",0.223948713266138,0.281060052477818,0.796800225758915,0.439877260677601,"LMC","Terror",5,15,0.00315102428503188,0.278305071169119,-0.50732349292639,0.539107226209692,0.793365669024884,FALSE,"NONE"
"Risk_Score",-0.526890653840473,0.691674985413409,-0.76176045823828,0.462223239756155,"LMC","GeoConflict",-5,16,0.0980036353002094,0.155124984799257,-0.208772869750888,0.387513606230594,-4.02832780257378,TRUE,"SIM"
"Risk_Score",-0.373446864631418,0.759498556752778,-0.491701875284771,0.632594618243306,"LMC","GeoConflict",-4,16,0.00448611454724181,0.225345892661301,-0.421564550347949,0.434757444629378,-1.67712388593078,FALSE,"NONE"
"Risk_Score",-0.284783308923841,0.775969747057309,-0.367003108051335,0.72057914055747,"LMC","GeoConflict",-3,16,0.0070261240315215,0.356521472417828,-0.661626857410271,0.686154992928488,-0.818490485233309,FALSE,"NONE"
"Risk_Score",-0.0944974704039313,0.824536053764845,-0.114606838563886,0.910821957152992,"LMC","GeoConflict",-2,16,0.00447391142015532,0.799817455470014,-1.57490907199016,1.53898285277459,-0.123742462917274,FALSE,"NONE"
"Risk_Score",0.0207098962587025,0.789129405767619,0.0262439798939658,0.97953279633685,"LMC","GeoConflict",-1,16,0.0122030529451185,0.710068941833298,-1.38033308224956,1.33008062298709,0.0119803061539639,FALSE,"NONE"
"Risk_Score",-0.253225187464956,0.790161597029661,-0.320472658272521,0.754615574117232,"LMC","GeoConflict",1,16,-0.00240421792928697,0.707711450222141,-1.35793575845155,1.3779214294807,-0.354411348660446,FALSE,"NONE"
"Risk_Score",0.11873625861657,0.795124078838328,0.149330477816799,0.883995527145402,"LMC","GeoConflict",2,16,-0.02276258784365,0.771098151346659,-1.49251893495239,1.47436924856938,0.18350302904125,FALSE,"NONE"
"Risk_Score",0.153115516330811,0.767830531424917,0.199413164838163,0.845577896107683,"LMC","GeoConflict",3,16,-0.00539324376390547,0.358742696352518,-0.712673908553878,0.70716508454366,0.44184526042297,FALSE,"NONE"
"Risk_Score",0.862119817949296,0.603903455949027,1.42757887781,0.181180830453361,"LMC","GeoConflict",4,16,0.674775121290969,0.188147542010043,0.32628444094654,1.03544844953849,0.995732894816808,FALSE,"NONE"
"Risk_Score",0.850531345984562,0.542313927494508,1.56833764147275,0.145100660075781,"LMC","GeoConflict",5,16,0.566370688905086,0.120910145631571,0.333591671814894,0.802619310913543,2.35018042195856,TRUE,"SIM"
"Risk_Score",0.254069095675407,0.0558451469787815,4.54952864161931,0.000454105806069075,"UMC","Climate",-5,16,0.270731002472759,0.073731802119539,0.12953768757785,0.41459705938512,-0.225979920717785,FALSE,"REG"
"Risk_Score",-0.00342414326994208,0.042213967390168,-0.0811139886069935,0.936499496171922,"UMC","Climate",-4,16,9.41016464302136e-06,0.0953198149328352,-0.183895461359219,0.180405432236846,-0.0360214026538394,FALSE,"NONE"
"Risk_Score",-0.0261473405123291,0.0569538731599942,-0.45909679292357,0.653211745394179,"UMC","Climate",-3,16,0.000510165601811498,0.119810048059742,-0.227189663704106,0.226133471652242,-0.222498083807195,FALSE,"NONE"
"Risk_Score",-0.00944774808377178,0.135506979987314,-0.0697214865585245,0.945401441544148,"UMC","Climate",-2,16,0.00102213779103524,0.168037748061612,-0.320757919928762,0.313118060514789,-0.0623067494987386,FALSE,"NONE"
"Risk_Score",-0.00827579466764433,0.215868188263475,-0.0383372591126926,0.969960102194717,"UMC","Climate",-1,16,0.00816073023830998,0.338603224857153,-0.640299428647467,0.635670624783901,-0.0485421392926438,FALSE,"NONE"
"Risk_Score",0.162033347566831,0.273481256345822,0.592484288436707,0.562974290759299,"UMC","Climate",1,16,-0.00463247922766795,0.341554571038099,-0.662705979409272,0.636064795350483,0.487962512953481,FALSE,"NONE"
"Risk_Score",0.290106428225295,0.161756221634506,1.79347925720471,0.0945183558100086,"UMC","Climate",2,16,-0.00234952423507126,0.173399817284907,-0.335406906356903,0.329910826648297,1.68659896555625,FALSE,"NONE"
"Risk_Score",0.192800172145775,0.109410576569331,1.76217124697813,0.0998496755587845,"UMC","Climate",3,16,-0.0455801740415242,0.122936616178106,-0.277400067749969,0.193778812140731,1.93905081820329,FALSE,"NONE"
"Risk_Score",-0.00473639989713953,0.138770392177063,-0.0341311991905027,0.973254386099399,"UMC","Climate",4,16,-0.235363892402508,0.0941320385908629,-0.419518598265689,-0.0505298082079437,2.45004247180678,TRUE,"SIM"
"Risk_Score",-0.0959492626310728,0.1220500902924,-0.78614659277354,0.444884782018139,"UMC","Climate",5,16,-0.291870606274183,0.0758999899623063,-0.437242754314874,-0.147226909370776,2.58130921677868,TRUE,"SIM"
