"Region","Risk_Type","Year","Shock_Value"
"LIC","GeoConflict",2012,0.967306681443532
"LIC","GeoConflict",2013,1.54052545563229
"LIC","GeoConflict",2014,1.79130866933987
"LIC","GeoConflict",2015,2.7944415241702
"LIC","GeoConflict",2016,1.61217780240589
"LIC","GeoConflict",2017,2.43617979030223
"LIC","GeoConflict",2018,2.22122274998144
"LIC","GeoConflict",2019,2.57948448384942
"LIC","GeoConflict",2020,2.68696300400981
"LIC","GeoConflict",2021,2.7944415241702
"LIC","GeoConflict",2022,2.8660938709438
"LIC","GeoConflict",2023,2.7944415241702
"LIC","Terror",2001,0.0661535808136236
"LIC","Terror",2002,0.0711567928079313
"LIC","Terror",2003,0.0950610278918457
"LIC","Terror",2004,0.0639299310383758
"LIC","Terror",2005,0.116741613200512
"LIC","Terror",2006,0.199572567328495
"LIC","Terror",2007,0.319093742748067
"LIC","Terror",2008,0.397477397325554
"LIC","Terror",2009,0.419713895078032
"LIC","Terror",2010,0.497541637211707
"LIC","Terror",2011,0.473081489683981
"LIC","Terror",2012,1.3380812522554
"LIC","Terror",2013,1.50374316051136
"LIC","Terror",2014,2.42322234257635
"LIC","Terror",2015,2.44045562833452
"LIC","Terror",2016,2.43767606611546
"LIC","Terror",2017,1.91122698182553
"LIC","Terror",2018,2.0768888900815
"LIC","Terror",2019,2.28257649429192
"LIC","Terror",2020,2.55830906642265
"LIC","Tech",2001,3.44508885417691
"LIC","Tech",2002,4.1899729307557
"LIC","Tech",2003,3.44508885417691
"LIC","Tech",2004,3.72442038289396
"LIC","Tech",2005,4.74863598818979
"LIC","Tech",2006,3.44508885417691
"LIC","Tech",2007,3.35197834460456
"LIC","Tech",2008,3.44508885417691
"LIC","Tech",2009,3.72442038289396
"LIC","Tech",2010,3.25886783503221
"LIC","Tech",2011,3.8175308924663
"LIC","Tech",2012,2.23465222973637
"LIC","Tech",2013,2.14154172016402
"LIC","Tech",2014,3.35197834460456
"LIC","Tech",2015,2.04843121059168
"LIC","Tech",2016,1.76909968187463
"LIC","Tech",2017,1.76909968187463
"LIC","Tech",2018,2.88642579674282
"LIC","Tech",2019,3.07264681588751
"LIC","Tech",2020,1.48976815315758
"LIC","Tech",2021,2.32776273930872
