"Region","Risk_Type","Year","Shock_Value"
"LIC","Tech",2022,1.48976815315758
"LIC","Tech",2023,1.48976815315758
"LIC","Tech",2024,1.02421560529584
"Global","Geophysical",2001,4.06466357418996
"Global","Geophysical",2002,5.76919991175349
"Global","Geophysical",2003,5.50696355212833
"Global","Geophysical",2004,6.29367263100381
"Global","Geophysical",2005,4.32689993381512
"Global","Geophysical",2006,4.85137265306544
"Global","Geophysical",2007,3.54019085493964
"Global","Geophysical",2008,4.32689993381512
"Global","Geophysical",2009,3.27795449531448
"Global","Geophysical",2010,3.93354539437738
"Global","Geophysical",2011,4.72025447325286
"Global","Geophysical",2012,3.8024272145648
"Global","Geophysical",2013,4.4580181136277
"Global","Geophysical",2014,4.19578175400254
"Global","Geophysical",2015,3.93354539437738
"Global","Geophysical",2016,3.93354539437738
"Global","Geophysical",2017,3.27795449531448
"Global","Geophysical",2018,3.93354539437738
"Global","Geophysical",2019,4.58913629344028
"Global","Geophysical",2020,2.62236359625159
"Global","Geophysical",2021,4.72025447325286
"Global","Geophysical",2022,4.72025447325286
"Global","Geophysical",2023,4.72025447325286
"Global","Geophysical",2024,1.44229997793837
"Global","Climate",2001,6.80835615678783
"Global","Climate",2002,7.42368863743046
"Global","Climate",2003,6.31212028530183
"Global","Climate",2004,5.97467989269136
"Global","Climate",2005,7.82067733461925
"Global","Climate",2006,7.20534485397662
"Global","Climate",2007,7.62218298602485
"Global","Climate",2008,6.35181915502071
"Global","Climate",2009,6.33196972016127
"Global","Climate",2010,7.20534485397662
"Global","Climate",2011,5.8952821532536
"Global","Climate",2012,6.31212028530183
"Global","Climate",2013,5.8952821532536
"Global","Climate",2014,5.73648667437808
"Global","Climate",2015,7.08624824481998
"Global","Climate",2016,5.83573384867528
"Global","Climate",2017,6.33196972016127
"Global","Climate",2018,5.71663723951864
"Global","Climate",2019,7.20534485397662
"Global","Climate",2020,7.36414033285214
"Global","Climate",2021,7.86037620433813
"Global","Climate",2022,7.60233355116541
"Global","Climate",2023,7.26489315855494
"Global","Climate",2024,3.29500618666699
"Global","Diseases",2001,0.625600697125605
"Global","Diseases",2002,0.459625001969832
"Global","Diseases",2003,1.05969097676378
"Global","Diseases",2004,0.932017365105493
"Global","Diseases",2005,0.510694446633147
"Global","Diseases",2006,0.548996530130633
"Global","Diseases",2007,0.370253473809031
"Global","Diseases",2008,0.612833335959776
"Global","Diseases",2009,2.64284376132653
"Global","Diseases",2010,0.932017365105493
"Global","Diseases",2011,0.612833335959776
"Global","Diseases",2012,0.421322918472346
"Global","Diseases",2013,0.421322918472346
"Global","Diseases",2014,0.510694446633147
"Global","Diseases",2015,0.727739586452234
"Global","Diseases",2016,0.740506947618063
"Global","Diseases",2017,0.727739586452234
"Global","Diseases",2018,0.548996530130633
"Global","Diseases",2019,1.21289931075372
"Global","Diseases",2020,3.28121181961797
"Global","Diseases",2021,3.51102432060288
"Global","Diseases",2022,3.02586459630139
"Global","Food",2001,3.32049709148788
"Global","Food",2002,2.41490697562755
"Global","Food",2003,3.32049709148788
"Global","Food",2004,1.20745348781377
"Global","Food",2005,3.01863371953443
"Global","Food",2006,3.92422383539476
"Global","Food",2007,3.92422383539476
"Global","Food",2008,2.1130436036741
"Global","Food",2009,3.32049709148788
"Global","Food",2010,2.1130436036741
"Global","Food",2011,2.41490697562755
"Global","Food",2012,0.90559011586033
"Global","Food",2013,3.92422383539476
"Global","Economic",2001,5.26765591836601
"Global","Economic",2002,5.09773153390259
"Global","Economic",2003,4.47467545753672
"Global","Economic",2004,3.90826084265865
"Global","Economic",2005,3.68169499670742
"Global","Economic",2006,3.39848768926839
"Global","Economic",2007,3.05863892034155
"Global","Economic",2008,4.53131691902452
"Global","Economic",2009,4.02154376563426
"Global","Economic",2010,3.11528038182936
"Global","Economic",2011,3.28520476629278
"Global","Economic",2012,3.00199745885375
"Global","Economic",2013,2.49222430546349
"Global","Economic",2014,2.43558284397568
"Global","Economic",2015,3.34184622778059
"Global","Economic",2016,3.00199745885375
"Global","Economic",2017,2.49222430546349
"Global","Economic",2018,2.54886576695129
"Global","Economic",2019,1.24611215273174
"Global","GeoConflict",2001,0.638867281590022
"Global","GeoConflict",2002,0.605822422197434
"Global","GeoConflict",2003,0.726986906636921
"Global","GeoConflict",2004,1.03540559430107
"Global","GeoConflict",2005,1.04642054743193
"Global","GeoConflict",2006,1.07946540682452
"Global","GeoConflict",2007,1.10149531308624
"Global","GeoConflict",2008,1.16758503187142
"Global","GeoConflict",2009,1.05743550056279
"Global","GeoConflict",2010,1.01337568803934
"Global","GeoConflict",2011,1.07946540682452
"Global","GeoConflict",2012,1.10149531308624
"Global","GeoConflict",2013,1.61919811023678
"Global","GeoConflict",2014,2.31314015748111
"Global","GeoConflict",2015,2.97403734533286
"Global","GeoConflict",2016,1.79543736033058
"Global","GeoConflict",2017,2.83084295463165
"Global","GeoConflict",2018,2.80881304836992
"Global","GeoConflict",2019,2.92997753280941
"Global","GeoConflict",2020,3.08418687664148
"Global","GeoConflict",2021,3.21636631421183
"Global","GeoConflict",2022,3.3155008923896
"Global","GeoConflict",2023,3.33753079865132
"Global","Terror",2001,0.381745129393063
"Global","Terror",2002,0.265500936427985
"Global","Terror",2003,0.255897285374071
"Global","Terror",2004,0.23268846199378
"Global","Terror",2005,0.403353344264369
"Global","Terror",2006,0.551409631345536
"Global","Terror",2007,0.650247206775396
"Global","Terror",2008,0.960565181454978
"Global","Terror",2009,0.944959248492368
"Global","Terror",2010,0.965767159109181
"Global","Terror",2011,1.01538602288773
"Global","Terror",2012,1.70564844238777
"Global","Terror",2013,2.41031633846868
"Global","Terror",2014,3.39329003904945
"Global","Terror",2015,3.02875145112798
"Global","Terror",2016,2.81126876996957
"Global","Terror",2017,2.27366438701403
"Global","Terror",2018,1.97134945487938
"Global","Terror",2019,1.70804935515125
"Global","Terror",2020,1.68824182485255
"Global","Tech",2001,3.91769834154453
"Global","Tech",2002,4.34090649572372
"Global","Tech",2003,4.01443163392834
"Global","Tech",2004,4.30463151107979
"Global","Tech",2005,4.47391477275146
"Global","Tech",2006,3.6154068028451
"Global","Tech",2007,3.33729858724163
"Global","Tech",2008,3.143832002474
"Global","Tech",2009,2.78108215603469
"Global","Tech",2010,2.84154046377458
"Global","Tech",2011,2.95036541770637
"Global","Tech",2012,2.28532403256764
"Global","Tech",2013,2.30950735566359
"Global","Tech",2014,2.47879061733527
"Global","Tech",2015,2.45460729423932
"Global","Tech",2016,2.23695738637573
"Global","Tech",2017,2.06767412470405
"Global","Tech",2018,1.95884917077226
"Global","Tech",2019,2.05558246315608
"Global","Tech",2020,1.22125781634567
"Global","Tech",2021,1.82584089374452
"Global","Tech",2022,1.89839086303238
"Global","Tech",2023,1.82584089374452
"Global","Tech",2024,0.834324646810408
