"Region","Risk_Type","center_year","start_year","end_year","best_horizon","rolling_predictive_capacity","rolling_predictive_capacity_se","rolling_predictive_capacity_p","rolling_past_at_best_horizon","rolling_past_at_best_horizon_se","rolling_past_at_best_horizon_p","rolling_anticipatory_skill","n_future","n_past"
"Global","Economic",2011,2008,2014,2,0.0815243111568985,0.360692861040783,0.83013352462354,0.56727178246656,0.308620352972336,0.125455494393397,-0.485747471309661,7,7
"Global","Economic",2012,2009,2015,2,0.294572466484058,0.19047376463243,0.182646772037104,0.745374758691063,0.285817474002634,0.0477926268923487,-0.450802292207005,7,7
"Global","Economic",2013,2010,2016,5,0.195638754733854,0.194456829245482,0.360555112029243,0.271388809234066,0.251717496749218,0.33021104084008,-0.0757500545002122,7,7
"Global","Economic",2014,2011,2017,5,-0.597497428974038,0.681265806878338,0.420599884816608,-0.43890512987005,0.778070091380636,0.597052396050374,-0.158592299103988,7,7
"Global","Economic",2015,2012,2018,5,0.427985685765794,0.933432505206331,0.665828176633553,0.504944878548689,0.843538151300323,0.575521336885167,-0.0769591927828941,7,7
"Global","Economic",2016,2013,2019,1,1.0530102092054,1.80938523976419,0.585838026575565,1.66993106930314,0.872470245916362,0.113797058098883,-0.616920860097735,7,7
"Global","Economic",2017,2014,2020,1,1.19746900012407,2.20396563121932,0.61576779515419,2.86172383871673,1.37979600391987,0.0927643567764463,-1.66425483859266,6,7
"Global","Economic",2018,2015,2021,1,5.49660098930197,2.13990488730267,0.0825922203781605,4.81730032101958,1.20173642268551,0.016014985282288,0.679300668282393,5,6
"Global","Economic",2019,2016,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Economic",2020,2017,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Economic",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","GeoConflict",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","GeoConflict",2007,2004,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","GeoConflict",2008,2005,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","GeoConflict",2009,2006,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","GeoConflict",2010,2007,2013,5,3.11153626676633,1.3412350298334,0.103093246004243,0.50314287022877,0.190935512054068,0.0779799143380042,2.60839339653756,5,5
"Global","GeoConflict",2011,2008,2014,5,-0.90548429714288,1.54190725556634,0.598307199098296,-0.506662128102413,0.250842915574717,0.136677536850293,-0.398822169040467,5,5
"Global","GeoConflict",2012,2009,2015,2,0.414853188182306,0.808017480019461,0.643076407316426,0.755190093933708,0.709930947180669,0.365472138770302,-0.340336905751402,5,5
"Global","GeoConflict",2013,2010,2016,2,0.553021907669185,0.665374674329595,0.45262650355105,1.03752350702408,0.658221671841599,0.190095621910943,-0.484501599354895,6,6
"Global","GeoConflict",2014,2011,2017,2,0.715152750478274,0.662698388313927,0.329803972636526,1.21607940284403,0.673604515816173,0.130856387774479,-0.500926652365761,7,7
"Global","GeoConflict",2015,2012,2018,2,0.21384355017861,0.567961914553129,0.721986035933272,0.840951362204436,0.756307032308551,0.316757860491762,-0.627107812025826,7,7
"Global","GeoConflict",2016,2013,2019,5,-0.00295742645092209,0.37575266153701,0.994024553535504,-0.00950508699704665,0.685821835291379,0.989478153603828,0.00654766054612457,7,7
"Global","GeoConflict",2017,2014,2020,5,-0.16862596787577,0.288066703869078,0.583719840359112,-0.355719394145637,0.596453756403815,0.576887409627583,0.187093426269867,7,7
"Global","GeoConflict",2018,2015,2021,5,-0.506120141077433,0.0810136256689866,0.00153967532886081,-1.05224770351304,0.129039497909558,0.000450586354894738,0.546127562435603,7,7
"Global","GeoConflict",2019,2016,2022,5,-0.47032932553772,0.109363397787222,0.0126395170669941,-1.01478385301799,0.177823860093803,0.00466185987173503,0.544454527480273,6,6
"Global","GeoConflict",2020,2017,2023,5,-0.312464863999286,0.036724509730273,0.00340995768450988,-0.819753052993066,0.172334796000419,0.0176369392179199,0.507288188993779,5,5
"Global","GeoConflict",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Terror",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Terror",2007,2004,2010,1,-0.0617595452040689,0.187748957503875,0.76382107342901,-0.218353022692777,0.218349100143779,0.390994790730122,0.156593477488708,5,5
"Global","Terror",2008,2005,2011,3,0.269398119132437,0.445189102195822,0.57774371498987,0.00342358597425992,0.218579222198091,0.988253420295673,0.265974533158177,6,6
"Global","Terror",2009,2006,2012,3,0.660516705452602,0.454668950943174,0.206023139756097,0.159719247814917,0.206415812157611,0.474041497561915,0.500797457637685,7,7
"Global","Terror",2010,2007,2013,2,0.898710700218798,0.450633164328916,0.102680556520325,0.271246275176172,0.24999267155436,0.327435671940977,0.627464425042626,7,7
"Global","Terror",2011,2008,2014,2,1.09501046491132,0.481042071275464,0.0718672533863378,0.386151134892405,0.437138625826215,0.417485010692496,0.708859330018911,7,7
"Global","Terror",2012,2009,2015,2,1.05179361641588,0.381517421435289,0.0399828875163645,0.613617520094008,0.52334765841816,0.293818712709185,0.438176096321874,7,7
"Global","Terror",2013,2010,2016,1,0.92766253357548,0.640145377749027,0.206975196701186,0.726182445383555,0.811056264791292,0.411624217329813,0.201480088191925,7,7
"Global","Terror",2014,2011,2017,5,-0.490535914153492,0.36732497482665,0.239301474697057,0.815288043313631,0.979750462906117,0.443246301349511,-1.30582395746712,7,7
"Global","Terror",2015,2012,2018,5,-0.58984106627778,0.463964053190184,0.259548012035549,0.77036234158239,0.909937024040098,0.435847816048138,-1.36020340786017,7,7
"Global","Terror",2016,2013,2019,5,-0.121308939750753,0.478184537179915,0.809839189419985,0.286826387407576,0.645193126846767,0.675221373188361,-0.408135327158329,7,7
"Global","Terror",2017,2014,2020,1,0.100708272435768,0.648654415270769,0.882691645589656,0.572036687064233,0.566254230722656,0.358753711686874,-0.471328414628465,7,7
"Global","Terror",2018,2015,2021,1,0.512878056852079,0.523056178275405,0.382336667490479,0.950517505059171,0.529268635465339,0.13245364443483,-0.437639448207092,6,7
"Global","Terror",2019,2016,2022,1,0.400608987353255,0.370089120590285,0.358288281063945,0.805473202569797,0.411362691589102,0.121825238623003,-0.404864215216542,5,6
"Global","Terror",2020,2017,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Terror",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Tech",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Tech",2007,2004,2010,4,-0.0217639144568374,0.165110811924044,0.903475042988156,-0.045879917420443,0.269350461826515,0.875585934149896,0.0241160029636056,5,5
"Global","Tech",2008,2005,2011,4,-0.0157736717067875,0.169347410735639,0.930268082199483,-0.0336568422472241,0.297862556350152,0.915478762774772,0.0178831705404366,6,6
"Global","Tech",2009,2006,2012,4,-0.0380650755977034,0.181780655702391,0.842399554794351,-0.0748425653184339,0.32485413391825,0.826919663586512,0.0367774897207305,7,7
"Global","Tech",2010,2007,2013,1,0.269405949406514,0.251453561512038,0.332959682037601,0.299352920958981,0.297429033419821,0.360384702382932,-0.0299469715524664,7,7
"Global","Tech",2011,2008,2014,3,-0.00591012311600439,0.259440155071653,0.982706690493736,0.013283777185878,0.463495419789231,0.978244520923275,-0.0191939003018824,7,7
"Global","Tech",2012,2009,2015,4,-0.31549537288907,0.165864404285033,0.115547309278399,-0.732685643002251,0.280194803841204,0.047387681699758,0.417190270113181,7,7
"Global","Tech",2013,2010,2016,1,-0.553006858012051,0.642395087030228,0.42865976672086,-0.671624015290484,0.59291166976213,0.308695183270073,0.118617157278433,7,7
"Global","Tech",2014,2011,2017,2,-0.863187424838196,0.182778774654098,0.00523057668006672,-0.802871458538691,0.351638222654444,0.071249587733721,-0.0603159662995052,7,7
"Global","Tech",2015,2012,2018,1,-1.01669429976564,0.268848018894026,0.0128678388646622,-0.779039645051679,0.454908229719325,0.147477123109544,-0.237654654713962,7,7
"Global","Tech",2016,2013,2019,4,-1.22113168963666,0.357971013303327,0.0190173915782259,-0.931960665805898,0.289642842397267,0.0235279563864856,-0.289171023830764,7,7
"Global","Tech",2017,2014,2020,4,-1.11107529017658,0.548603028655247,0.0987032572857576,-0.865140693871604,0.547639751986271,0.174997712760774,-0.245934596304978,7,7
"Global","Tech",2018,2015,2021,4,0.0884241062545815,1.80480901242737,0.962821243743,1.21001148555368,2.02877284934413,0.576865943703311,-1.1215873792991,7,7
"Global","Tech",2019,2016,2022,4,1.12536893058275,1.24333013501563,0.416587371417092,2.22285307593454,1.69179531218401,0.259165559776355,-1.09748414535179,6,6
"Global","Tech",2020,2017,2023,4,2.11112363542522,0.698219055768127,0.0565980226415195,3.63538750810187,0.709576168113294,0.0143959997542529,-1.52426387267666,5,5
"Global","Tech",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Geophysical",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Geophysical",2007,2004,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Geophysical",2008,2005,2011,5,0.260872116939504,0.0517502668088303,0.0150516124867512,-0.0482057999719983,0.190790659122662,0.816851322268486,0.309077916911502,5,5
"HIC","Geophysical",2009,2006,2012,5,0.296850139569027,0.0566836303064973,0.00635340634305302,-0.0187526671553772,0.153713893111768,0.90878469016825,0.315602806724404,6,6
"HIC","Geophysical",2010,2007,2013,5,0.33668048339225,0.0568045919368199,0.00194996704432093,-0.0323210357824615,0.122786169039382,0.802876252641109,0.369001519174711,7,7
"HIC","Geophysical",2011,2008,2014,5,0.382830445636254,0.0484814038047049,0.000523932233686939,0.0434166471505274,0.107162438641636,0.702121376624617,0.339413798485726,7,7
"HIC","Geophysical",2012,2009,2015,3,0.427656644238321,0.166183625248742,0.0498294340086725,0.061235043486254,0.106102586722788,0.58886191258622,0.366421600752067,7,7
"HIC","Geophysical",2013,2010,2016,2,0.553962902567758,0.252140182179149,0.0793889880225676,0.356927026028629,0.195531507312338,0.127516883173026,0.197035876539129,7,7
"HIC","Geophysical",2014,2011,2017,1,1.05945573261832,0.513104035803359,0.093858647071655,1.10348178729645,0.494196955124439,0.0758901476515236,-0.044026054678127,7,7
"HIC","Geophysical",2015,2012,2018,1,0.65999671276455,0.510620162382189,0.25267558018744,0.84466349170667,0.480281117959434,0.138958454671948,-0.184666778942121,7,7
"HIC","Geophysical",2016,2013,2019,1,0.257706492759574,0.688090398045567,0.723373264608698,0.90493325447431,0.674514888274249,0.237429794628936,-0.647226761714736,7,7
"HIC","Geophysical",2017,2014,2020,1,0.407687331431043,1.07075842456214,0.719031535835237,0.548573661441982,0.981546414273454,0.600343357970218,-0.140886330010939,7,7
"HIC","Geophysical",2018,2015,2021,3,1.19036632319957,0.912007216435953,0.248652455327514,0.958060051635393,0.573096240102943,0.155440629110661,0.232306271564178,7,7
"HIC","Geophysical",2019,2016,2022,3,1.20594920165224,0.877134327653779,0.241157771606409,0.941607933831252,0.33022576053476,0.0463298753107882,0.264341267820985,6,6
"HIC","Geophysical",2020,2017,2023,3,1.23539663500637,0.330452108429134,0.0333788714176326,0.945064326467568,0.364433728566418,0.0808469830983721,0.290332308538801,5,5
"HIC","Geophysical",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Climate",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Climate",2007,2004,2010,5,0.0311237358319177,0.0654305557635935,0.666796686967904,-0.400363328304438,0.185989150519861,0.120410440528323,0.431487064136356,5,5
"HIC","Climate",2008,2005,2011,5,0.0042329612587139,0.0564197964853635,0.943796261925524,-0.55443232685904,0.205157885507755,0.0539563064803137,0.558665288117754,6,6
"HIC","Climate",2009,2006,2012,5,0.0359497864800548,0.0723538914038381,0.640359754578483,-0.640214966165818,0.228798319524443,0.038076082233067,0.676164752645873,7,7
"HIC","Climate",2010,2007,2013,2,0.312586665220042,0.174385376886004,0.13303518763827,-0.724588894476772,0.360271070033553,0.100488119191026,1.03717555969681,7,7
"HIC","Climate",2011,2008,2014,2,0.253089917331025,0.255281369112369,0.367005335034415,0.214334209785361,0.279782420020066,0.478218472032272,0.0387557075456636,7,7
"HIC","Climate",2012,2009,2015,2,0.224421889136523,0.213060068351489,0.340408565433981,0.324427614570842,0.183290020216144,0.136943488460293,-0.100005725434319,7,7
"HIC","Climate",2013,2010,2016,5,0.378602755800731,0.206258888454799,0.125862560142854,-0.196443856385022,0.306515029183286,0.549807208514548,0.575046612185753,7,7
"HIC","Climate",2014,2011,2017,5,0.777329866803178,0.3013584215466,0.0494668897538795,0.207979405338374,0.112184630745482,0.122930403259522,0.569350461464803,7,7
"HIC","Climate",2015,2012,2018,5,0.86313524341645,0.278650451295101,0.0269276892565183,0.27219793053547,0.095712836843849,0.0360808475782758,0.59093731288098,7,7
"HIC","Climate",2016,2013,2019,4,1.52117364297508,0.362740786811538,0.00854245082571496,0.240916188134095,0.0946457965072929,0.0515506160726897,1.28025745484099,7,7
"HIC","Climate",2017,2014,2020,3,2.18373844279607,0.790924228274892,0.0397876584767146,0.365651495541634,0.383043300701964,0.383621297128764,1.81808694725444,7,7
"HIC","Climate",2018,2015,2021,4,1.77022663858301,0.596727634017137,0.0312811272338328,-0.507130691899992,0.593177021120017,0.431632567739619,2.277357330483,7,7
"HIC","Climate",2019,2016,2022,4,1.60741584448806,0.714201355844483,0.0875823007168514,-0.89133602242904,0.58284298459847,0.200926913387615,2.4987518669171,6,6
"HIC","Climate",2020,2017,2023,4,1.11357589004921,0.730285009717778,0.224702726422711,-1.43764575649194,0.398922294785675,0.036663055953699,2.55122164654114,5,5
"HIC","Climate",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Diseases",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Diseases",2007,2004,2010,1,0.988620599976525,0.77323187302387,0.290994421943076,1.29278397809269,0.703433260829782,0.163391967330228,-0.304163378116169,5,5
"HIC","Diseases",2008,2005,2011,1,0.497511203875094,0.643743890663251,0.482746938246142,0.800261161167108,0.603286284204619,0.255339134456703,-0.302749957292015,6,6
"HIC","Diseases",2009,2006,2012,1,0.265569264872877,0.570852908432664,0.661335635876171,0.59188102099076,0.531537867817407,0.316129371215136,-0.326311756117884,7,7
"HIC","Diseases",2010,2007,2013,1,-0.0225081565933697,0.607875153248389,0.971895858425815,0.303079665713032,0.620339370535711,0.645818964378422,-0.325587822306402,7,7
"HIC","Diseases",2011,2008,2014,5,-0.409369252526328,0.129882348373294,0.0253262680666282,0.0727877617372737,0.189022400829879,0.716018241115947,-0.482157014263602,7,7
"HIC","Diseases",2012,2009,2015,5,0.131469258775365,0.425778047398595,0.769944607954344,-0.28710501044351,0.171203333824204,0.154390862590396,0.418574269218875,7,7
"HIC","Diseases",2013,2010,2016,5,0.43786844193902,1.06357398736353,0.697616627402579,-0.446361997046822,0.255524033501644,0.141094039244366,0.884230438985842,7,7
"HIC","Diseases",2014,2011,2017,5,0.782099231226299,1.48036614114332,0.619880970782211,-0.50874835986105,0.226942014825497,0.0750491793996003,1.29084759108735,7,7
"HIC","Diseases",2015,2012,2018,5,0.258572556245562,1.73608461877917,0.88742173480753,-0.490142337360298,0.212835117036907,0.0695185925209954,0.74871489360586,7,7
"HIC","Diseases",2016,2013,2019,5,0.0065912901108542,1.99096074976913,0.997486547802326,-0.51052583024729,0.207207737959322,0.056959628193228,0.517117120358144,7,7
"HIC","Diseases",2017,2014,2020,5,-1.13355100419128,1.90622991362252,0.577959617421292,-0.965130639947531,0.275229009801991,0.0171620558644399,-0.16842036424375,7,7
"HIC","Diseases",2018,2015,2021,1,0.781679070601755,1.56506791646361,0.638657165659678,1.72406301156978,1.0880443513996,0.173921637304308,-0.94238394096803,7,7
"HIC","Diseases",2019,2016,2022,1,1.04360315882484,1.65095862257282,0.561636652444306,1.95541377725488,1.08720885557878,0.146483099257915,-0.911810618430039,6,6
"HIC","Diseases",2020,2017,2023,1,0.915865188841993,1.80792041389075,0.647331808979076,1.88666885061765,1.21535936247517,0.218386067670564,-0.970803661775653,5,5
"HIC","Diseases",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2007,2004,2010,5,-0.327829127938858,0.427597371336765,0.499081964343342,0.317914503345026,0.0932028347208303,0.0421199106249712,-0.645743631283884,5,5
"HIC","Food",2008,2005,2011,5,-0.340693428918025,0.332648712960957,0.363643379300144,0.199424439410022,0.140722014038904,0.22940136836801,-0.540117868328047,6,6
"HIC","Food",2009,2006,2012,5,-0.315828399826396,0.256175768608169,0.272428853900856,-0.00845308947567443,0.189612259705329,0.966167014341209,-0.307375310350721,7,7
"HIC","Food",2010,2007,2013,3,0.435792788207802,0.398781329050878,0.324310388633992,-1.08119715518705,0.621692368176205,0.142506640453371,1.51698994339485,7,7
"HIC","Food",2011,2008,2014,3,0.44749714462461,0.229281018629125,0.122711750184509,-0.975366454955227,0.5966375080358,0.163024435722811,1.42286359957984,6,7
"HIC","Food",2012,2009,2015,3,0.470271074111526,0.231697262071555,0.135385876985852,-1.11475276352088,0.274549689919067,0.00972629859929183,1.5850238376324,5,7
"HIC","Food",2013,2010,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2014,2011,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2015,2012,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2016,2013,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2017,2014,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2018,2015,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2019,2016,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2020,2017,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Food",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Economic",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Economic",2007,2004,2010,1,0.495108665913646,0.483521338979823,0.381211247232536,1.10420265954132,0.306899719883362,0.0368161114641142,-0.609093993627675,5,5
"HIC","Economic",2008,2005,2011,1,0.491747673310757,0.419047778390462,0.305705317584967,1.08959097747975,0.293809840228106,0.020681296742057,-0.597843304168995,6,6
"HIC","Economic",2009,2006,2012,1,0.458615150401374,0.404286263188301,0.30807338540072,1.09487022069082,0.262781851432581,0.00876903480134534,-0.636255070289449,7,7
"HIC","Economic",2010,2007,2013,1,-0.0252801610435251,0.547489177271017,0.964958473752239,0.965629192917736,0.357071646594056,0.0425648068831091,-0.990909353961261,7,7
"HIC","Economic",2011,2008,2014,2,0.638584652358417,0.737706485608551,0.426265861355309,0.829267094078274,0.344722821352044,0.0611953702817409,-0.190682441719857,7,7
"HIC","Economic",2012,2009,2015,2,1.12499700473145,0.559353892766728,0.100486683568674,0.926039085174169,0.568756471092791,0.164415014702314,0.198957919557278,7,7
"HIC","Economic",2013,2010,2016,2,0.894516936927344,0.552100850376904,0.166113810861456,0.927330639266168,0.769734698464537,0.282211100432649,-0.0328137023388241,7,7
"HIC","Economic",2014,2011,2017,5,-0.65750378349347,0.644071449638383,0.354149791898127,-0.866569609047495,1.52660399364866,0.594814680053606,0.209065825554025,7,7
"HIC","Economic",2015,2012,2018,1,0.599345849416608,1.18093996176847,0.633380260324737,1.35784662760131,2.06102512062354,0.539136140722319,-0.758500778184704,7,7
"HIC","Economic",2016,2013,2019,3,0.136690798749406,0.16628429494191,0.448469660887136,-0.0830017095078688,1.70899229388606,0.963144189229302,0.219692508257275,7,7
"HIC","Economic",2017,2014,2020,3,-0.0110232194787382,0.0885203927797872,0.906904911339836,-0.961730649992108,1.1076550485811,0.424957497515206,0.95070743051337,6,7
"HIC","Economic",2018,2015,2021,3,-0.118956283747809,0.133789047250423,0.43942920623615,0.561261202940737,0.581611821888719,0.378860626433842,-0.680217486688546,5,7
"HIC","Economic",2019,2016,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Economic",2020,2017,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Economic",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","GeoConflict",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","GeoConflict",2007,2004,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","GeoConflict",2008,2005,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","GeoConflict",2009,2006,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","GeoConflict",2010,2007,2013,5,2.03498659605554,1.02637437613151,0.141685845583147,0.175176669135149,0.391768555511042,0.685083086232378,1.85980992692039,5,5
"HIC","GeoConflict",2011,2008,2014,2,-0.510387448597571,1.11515830714975,0.678294262926005,-0.832154273492848,0.439549651170789,0.154665640300647,0.321766824895277,5,5
"HIC","GeoConflict",2012,2009,2015,3,0.395984722576084,0.556873234624451,0.528332178615496,0.39913389775598,0.324760453719531,0.306677713288832,-0.00314917517989549,5,5
"HIC","GeoConflict",2013,2010,2016,3,0.614040671459324,0.514265742823861,0.298439531684937,0.559529359388515,0.321562687322793,0.156832177496636,0.0545113120708092,6,6
"HIC","GeoConflict",2014,2011,2017,3,0.825563405881244,0.612667328640176,0.235659855921132,0.716207968663902,0.417391726299414,0.146833541934799,0.109355437217342,7,7
"HIC","GeoConflict",2015,2012,2018,3,0.350687566033549,0.69590067455781,0.635722131286158,0.458533198487114,0.633371109908154,0.501535395321124,-0.107845632453565,7,7
"HIC","GeoConflict",2016,2013,2019,4,0.114508292581548,0.504976856438168,0.829590056094399,-0.107476821202374,0.642599046328447,0.873724731589904,0.221985113783922,7,7
"HIC","GeoConflict",2017,2014,2020,5,0.00968018930124705,0.245082254123467,0.970022158370709,-0.51834705191611,0.545526875375649,0.385655843654202,0.528027241217357,7,7
"HIC","GeoConflict",2018,2015,2021,5,-0.172616357074998,0.132720110286736,0.250109140544803,-1.17571899679983,0.132303522252975,0.000300230427365055,1.00310263972483,7,7
"HIC","GeoConflict",2019,2016,2022,5,-0.0231718668281927,0.137941731882492,0.874747955306187,-1.24775971565838,0.175133306843528,0.00205169431967896,1.22458784883018,6,6
"HIC","GeoConflict",2020,2017,2023,4,0.229078609347012,0.0850162616930858,0.0741289935323675,-1.15749171751714,0.0131955449169957,3.26584751661942e-06,1.38657032686415,5,5
"HIC","GeoConflict",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Terror",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIC","Terror",2007,2004,2010,1,0.363576275188556,0.271410247334905,0.272820270716999,-0.32068062886491,0.282081672041046,0.338195740766177,0.684256904053466,5,5
"HIC","Terror",2008,2005,2011,3,0.311542405489575,0.258483523464797,0.294524335112647,-0.103138430115904,0.174776566342545,0.586837731291222,0.414680835605478,6,6
"HIC","Terror",2009,2006,2012,3,0.649562835763275,0.32569781441857,0.102674796564564,-0.0333755846992354,0.144915451839472,0.826976654220487,0.68293842046251,7,7
