"Region","Risk_Type","center_year","start_year","end_year","best_horizon","rolling_predictive_capacity","rolling_predictive_capacity_se","rolling_predictive_capacity_p","rolling_past_at_best_horizon","rolling_past_at_best_horizon_se","rolling_past_at_best_horizon_p","rolling_anticipatory_skill","n_future","n_past"
"Global","Climate",2007,2004,2010,5,-0.283995929551813,0.125552406802497,0.108727795477035,0.0250400766873134,0.0904926812040052,0.79997368671117,-0.309036006239126,5,5
"Global","Climate",2008,2005,2011,5,-0.322866054386323,0.10328192383364,0.0353191068182446,-0.0398341739300985,0.0931314216511551,0.690876669125784,-0.283031880456225,6,6
"Global","Climate",2009,2006,2012,5,-0.334969476640604,0.0915864046632183,0.0146343783410822,-0.0882663555690298,0.114638524071442,0.476110798145426,-0.246703121071574,7,7
"Global","Climate",2010,2007,2013,5,-0.307759526274192,0.130994201242977,0.0656079498252477,-0.354682806609407,0.234024987872273,0.190061866621634,0.0469232803352154,7,7
"Global","Climate",2011,2008,2014,5,0.0029284184043105,0.134023753752772,0.983412774931632,-0.576977272939491,0.321396169048071,0.132570704987978,0.579905691343801,7,7
"Global","Climate",2012,2009,2015,5,0.189867864472964,0.167132333682507,0.307443431854045,-0.559200236150957,0.258561539105378,0.0829000137848577,0.749068100623921,7,7
"Global","Climate",2013,2010,2016,5,0.639446565017176,0.256290521821704,0.0548240266706807,-0.991059563084782,0.339315269613047,0.0329844928413562,1.63050612810196,7,7
"Global","Climate",2014,2011,2017,5,1.00238644969673,0.238285415820051,0.00843527050844286,-0.628612005393502,0.200362270699385,0.0257423475189131,1.63099845509023,7,7
"Global","Climate",2015,2012,2018,5,1.08732934157847,0.223648361609363,0.00462594607976632,-0.458315488025081,0.110325020568475,0.00887358425551064,1.54564482960355,7,7
"Global","Climate",2016,2013,2019,4,1.82111775915822,0.378243697724487,0.00482098539121403,-0.0460773616936852,0.188978602012592,0.817056215832217,1.8671951208519,7,7
"Global","Climate",2017,2014,2020,3,2.65372015999088,0.881445968401938,0.0297336245329291,0.627704034021982,0.455168237879991,0.226373171898868,2.0260161259689,7,7
"Global","Climate",2018,2015,2021,3,2.67472700160962,0.992911086578283,0.043101126149619,-0.759908921714887,0.856079840193568,0.41537602254564,3.43463592332451,7,7
"Global","Climate",2019,2016,2022,3,2.42210854120985,1.19381761524668,0.11235627177096,-1.15439441105772,0.955537963389663,0.293544274655605,3.57650295226756,6,6
"Global","Climate",2020,2017,2023,4,2.03015043735438,0.838848331606477,0.0941550990901767,-1.71353845745235,0.594868290317939,0.0635013256793063,3.74368889480672,5,5
"Global","Climate",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Diseases",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Diseases",2007,2004,2010,1,0.852813908545097,0.807278856650184,0.368330044369865,1.3439894114303,0.621942882720968,0.11946841766046,-0.4911755028852,5,5
"Global","Diseases",2008,2005,2011,1,0.279566521715347,0.695558743899572,0.708284982777817,0.773742910625287,0.592216384780555,0.261432760526863,-0.49417638890994,6,6
"Global","Diseases",2009,2006,2012,1,0.0399880418916867,0.612583670178956,0.950482503951321,0.483223317902237,0.559516055740041,0.427260504082011,-0.44323527601055,7,7
"Global","Diseases",2010,2007,2013,1,-0.369389633969271,0.645758017243875,0.592061635898372,0.173114976442916,0.662886156081095,0.804389743645291,-0.542504610412188,7,7
"Global","Diseases",2011,2008,2014,5,-0.722338954560174,0.0954586695325247,0.000639237090258461,0.274957623022159,0.172054087979309,0.170915627235936,-0.997296577582333,7,7
"Global","Diseases",2012,2009,2015,5,0.0412427667666756,0.499686404451376,0.937421815743213,-0.300308233356771,0.230378275365908,0.249179649385389,0.341551000123446,7,7
"Global","Diseases",2013,2010,2016,5,0.415804385798575,1.25626010220697,0.754075817761975,-0.405309639572153,0.479827444383035,0.436819786857327,0.821114025370729,7,7
"Global","Diseases",2014,2011,2017,5,0.852908619772011,1.74407622532759,0.645514707030886,-0.464849682038692,0.518001852374984,0.410635682076928,1.3177583018107,7,7
"Global","Diseases",2015,2012,2018,5,0.219387993854295,2.06451816708125,0.919503184661902,-0.398635414544966,0.494325370415998,0.456625667397042,0.618023408399261,7,7
"Global","Diseases",2016,2013,2019,5,-0.066268738667772,2.33796992475968,0.978483884766812,-0.444671668714087,0.417767240851095,0.3358265273382,0.378402930046315,7,7
"Global","Diseases",2017,2014,2020,5,-1.20574221456805,2.14166337209415,0.597747448635966,-1.06434373314825,0.357883057740799,0.0310137212889595,-0.141398481419795,7,7
"Global","Diseases",2018,2015,2021,1,0.638846917905513,1.82057038615443,0.739960881353124,1.886917988327,1.35862490411572,0.223565283118412,-1.24807107042148,7,7
"Global","Diseases",2019,2016,2022,1,0.947926624957994,1.91581028545565,0.646692103860576,2.16726129870867,1.3694274784863,0.188677517087373,-1.21933467375068,6,6
"Global","Diseases",2020,2017,2023,1,0.763092638078843,2.02288476866154,0.731107247734079,2.07268038965595,1.51879778580913,0.265695908198784,-1.30958775157711,5,5
"Global","Diseases",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2007,2004,2010,3,-0.387584159950115,0.637000702446329,0.585863306462168,0.110612486741376,0.305507454670117,0.741307229370269,-0.498196646691491,5,5
"Global","Food",2008,2005,2011,3,-0.417142962583636,0.49608312293408,0.447747743267981,-0.17655482028112,0.376671215204822,0.663671214885522,-0.240588142302517,6,6
"Global","Food",2009,2006,2012,5,-0.38531064774572,0.146490457957031,0.0465176698033711,-0.167355260672545,0.196558843250693,0.433407168653917,-0.217955387073175,7,7
"Global","Food",2010,2007,2013,3,1.06153777161576,0.638134109041178,0.157097332243126,-1.02953964714264,0.383568447673163,0.0436050167770493,2.0910774187584,7,7
"Global","Food",2011,2008,2014,3,1.06592728284207,0.698975536060289,0.2019509347682,-0.943863224030288,0.424296977149476,0.076689886001759,2.00979050687236,6,7
"Global","Food",2012,2009,2015,3,1.09561191106949,0.793077778548411,0.261043353709328,-1.03962777961322,0.193394060208031,0.00300080130364026,2.13523969068272,5,7
"Global","Food",2013,2010,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2014,2011,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2015,2012,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2016,2013,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2017,2014,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2018,2015,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2019,2016,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2020,2017,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Food",2021,2018,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Economic",2006,2003,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Global","Economic",2007,2004,2010,1,-0.0809192718663532,0.246759392607996,0.764519490319374,0.198406527766447,0.186961032001783,0.366455108208127,-0.2793257996328,5,5
"Global","Economic",2008,2005,2011,1,-0.068553858250822,0.238571317716745,0.788114984875749,0.210129997657421,0.190725971652569,0.332411139159696,-0.278683855908243,6,6
"Global","Economic",2009,2006,2012,1,-0.101503964946509,0.262842538378175,0.715251276611107,0.188746645416668,0.197310503481046,0.382702684336862,-0.290250610363177,7,7
"Global","Economic",2010,2007,2013,5,-0.23306241778892,0.166066737629776,0.219441455911773,-0.102603239241953,0.11664741219066,0.419335444346666,-0.130459178546967,7,7
